[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Carver319	
[4/19/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Carver319	
[4/19/23 10:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Carver319	
[4/19/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Carver319	
[4/19/23 10:35PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Carver319	
[4/19/23 10:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Carver319	
[4/19/23 10:37PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Carver319	
[4/19/23 10:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Carver319	
[4/19/23 10:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Carver319	
[4/19/23 10:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Carver319	
[4/19/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Carver319	
[4/19/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:41PM] Player picked up item: Coin, id: 995, amount: 500, owner: Carver319	
[4/19/23 10:41PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Carver319	
[4/19/23 10:41PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Carver319	
[4/19/23 10:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/19/23 10:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Carver319	
[4/19/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Carver319	
[4/19/23 10:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Carver319	
[4/19/23 10:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Carver319	
[4/19/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/19/23 10:55PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Carver319	
[4/19/23 10:55PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Carver319	
[4/19/23 11:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Carver319	
[4/19/23 11:09PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Carver319	
[4/19/23 11:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Carver319	
[4/19/23 11:10PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Carver319	
[4/19/23 11:13PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Carver319	
[4/19/23 11:14PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Carver319	
[4/19/23 11:14PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Carver319	
[4/19/23 11:16PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Carver319	
[4/19/23 11:17PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Carver319	
[4/19/23 11:18PM] Player picked up item: Coin, id: 995, amount: 800, owner: Carver319	
[4/19/23 11:19PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Carver319	
[4/19/23 11:21PM] Player picked up item: Coin, id: 995, amount: 2273462, owner: Carver319	
[4/19/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Carver319	
[4/19/23 11:23PM] Player picked up item: Coin, id: 995, amount: 3187644, owner: Carver319	
[4/19/23 11:23PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Carver319	
[4/19/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Carver319	
[4/19/23 11:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Carver319	
[4/19/23 11:31PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Carver319	
[4/19/23 11:31PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Carver319	
[4/19/23 11:31PM] Player picked up item: Coin, id: 995, amount: 800, owner: Carver319	
[4/19/23 11:36PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Carver319	
[4/19/23 11:38PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Carver319	
[4/19/23 11:38PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Carver319	
[4/19/23 11:41PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Carver319	
[4/19/23 11:45PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Carver319	
[4/19/23 11:45PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Carver319	
[4/19/23 11:45PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Carver319	
[4/19/23 11:45PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Carver319	
[4/19/23 11:45PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Carver319	
[4/19/23 11:45PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Carver319	
[4/19/23 11:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Carver319	
[4/19/23 11:49PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Carver319	
[4/19/23 11:49PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Carver319	
[4/19/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Carver319	
[4/19/23 11:57PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Carver319	
[4/19/23 11:57PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Carver319	
[4/19/23 11:58PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Muradin	
[4/19/23 11:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Carver319	
[4/19/23 11:59PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Carver319	
[4/20/23 12:21AM] Player picked up item: Coin, id: 995, amount: 2177449, owner: Carver319	
[4/20/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Carver319	
[4/20/23 12:23AM] Player picked up item: Coin, id: 995, amount: 2347342, owner: Carver319	
[4/20/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Carver319	
[4/20/23 12:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Carver319	
[4/20/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Carver319	
[4/20/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/20/23 12:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 12:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 12:47AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Carver319	
[4/20/23 12:51AM] Player picked up item: Coin, id: 995, amount: 1434888, owner: Carver319	
[4/20/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Carver319	
[4/20/23 12:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/20/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/20/23 12:55AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Carver319	
[4/20/23 12:55AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Carver319	
[4/20/23 12:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 12:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 12:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 12:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/20/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Carver319	
[4/20/23 01:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 01:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Carver319	
[4/20/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/20/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/20/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Carver319	
[4/20/23 01:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Carver319	
[4/20/23 01:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Carver319	
[4/20/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1710675, owner: Carver319	
[4/20/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Carver319	
[4/20/23 01:23AM] Player picked up item: Coin, id: 995, amount: 2678504, owner: Carver319	
[4/20/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Carver319	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Carver319	
[4/20/23 01:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Carver319	
[4/20/23 01:35AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Carver319	
[4/20/23 01:35AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Carver319	
[4/20/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Carver319	
[4/20/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Carver319	
[4/20/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/20/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Carver319	
[4/20/23 01:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Carver319	
[4/20/23 01:37AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Carver319	
[4/20/23 01:37AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Carver319	
