[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 1729901, owner: 4syns	
[4/19/23 11:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/19/23 11:44AM] Player picked up item: Coin, id: 995, amount: 1976758, owner: 4syns	
[4/19/23 11:45AM] Player picked up item: Coin, id: 995, amount: 2134530, owner: 4syns	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4syns	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4syns	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4syns	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 4syns	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4syns	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 2185199, owner: 4syns	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/19/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/19/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 4212697, owner: 4syns	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4syns	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 4syns	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4syns	
[4/19/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4syns	
[4/19/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4syns	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 1153254, owner: 4syns	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 1174540, owner: 4syns	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/19/23 01:16PM] Player picked up item: Coin, id: 995, amount: 3884325, owner: 4syns	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4syns	
[4/19/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4syns	
[4/19/23 01:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4syns	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/20/23 07:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/20/23 07:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 2014785, owner: 4syns	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 08:21AM] Player picked up item: Coin, id: 995, amount: 2316677, owner: 4syns	
[4/20/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 08:22AM] Player picked up item: Coin, id: 995, amount: 2569829, owner: 4syns	
[4/20/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4syns	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 2465565, owner: 4syns	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 09:20AM] Player picked up item: Coin, id: 995, amount: 2355676, owner: 4syns	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 09:21AM] Player picked up item: Coin, id: 995, amount: 4280131, owner: 4syns	
[4/20/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4syns	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4syns	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4syns	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 4syns	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4syns	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/20/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1216446, owner: 4syns	
[4/20/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1204976, owner: 4syns	
[4/20/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 11:22AM] Player picked up item: Coin, id: 995, amount: 3690501, owner: 4syns	
[4/20/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4syns	
[4/20/23 11:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4syns	
[4/20/23 12:20PM] Player picked up item: Coin, id: 995, amount: 1519498, owner: 4syns	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 12:21PM] Player picked up item: Coin, id: 995, amount: 4165814, owner: 4syns	
[4/20/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4syns	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 4syns	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4syns	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/20/23 03:20PM] Player picked up item: Coin, id: 995, amount: 1197117, owner: 4syns	
[4/20/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
[4/20/23 03:21PM] Player picked up item: Coin, id: 995, amount: 2573511, owner: 4syns	
[4/20/23 03:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: 4syns	
[4/20/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: 4syns	
[4/20/23 03:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: 4syns	
[4/20/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: 4syns	
[4/20/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: 4syns	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: 4syns	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: 4syns	
[4/21/23 02:34AM] Player picked up item: Coin, id: 995, amount: 1269654, owner: 4syns	
[4/21/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: 4syns	
