[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kau	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/15/23 02:30PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kau	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/15/23 02:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/16/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/16/23 06:00AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kau	
[4/16/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/16/23 06:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kau	
[4/16/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/16/23 06:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/16/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/16/23 06:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/16/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/16/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kau	
[4/16/23 06:17AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kau	
[4/16/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kau	
[4/16/23 06:18AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kau	
[4/16/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kau	
[4/16/23 06:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/16/23 06:18AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kau	
[4/16/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kau	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 2704651, owner: Kau	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Kau	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kau	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kau	
[4/16/23 06:33AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kau	
[4/16/23 06:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Kau	
[4/16/23 06:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kau	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kau	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kau	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kau	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kau	
[4/18/23 04:00PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Kau	
[4/18/23 04:05PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Kau	
[4/18/23 04:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kau	
[4/18/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kau	
[4/18/23 04:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/18/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kau	
[4/18/23 04:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kau	
[4/18/23 04:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kau	
[4/18/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kau	
[4/18/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kau	
[4/18/23 04:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kau	
[4/18/23 04:29PM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: Reptile25	
[4/18/23 04:29PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Reptile25	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kau	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 3267136, owner: Kau	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Kau	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kau	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kau	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kau	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kau	
[4/21/23 05:07PM] Player picked up item: Clean Cardamon, id: 789, amount: 1, owner: Xcrystalx	
[4/23/23 04:51PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Kau	
