[4/20/23 08:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ashwsonov	
[4/20/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ashwsonov	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ashwsonov	
[4/20/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ashwsonov	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:46AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ashwsonov	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ashwsonov	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ashwsonov	
[4/20/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 08:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ashwsonov	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ashwsonov	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ashwsonov	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ashwsonov	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Ashwsonov	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ashwsonov	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ashwsonov	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ashwsonov	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ashwsonov	
[4/20/23 08:55AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ashwsonov	
[4/20/23 08:55AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ashwsonov	
[4/20/23 08:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ashwsonov	
[4/20/23 09:00AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ashwsonov	
[4/20/23 09:06AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Ashwsonov	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ashwsonov	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Ashwsonov	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ashwsonov	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ashwsonov	
[4/20/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 09:39AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Ashwsonov	
[4/20/23 09:43AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ashwsonov	
[4/20/23 09:46AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ashwsonov	
[4/20/23 09:46AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ashwsonov	
[4/20/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1476860, owner: Ashwsonov	
[4/20/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 09:57AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Ashwsonov	
[4/20/23 10:01AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ashwsonov	
[4/20/23 10:04AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Ashwsonov	
[4/20/23 10:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ashwsonov	
[4/20/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 10:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ashwsonov	
[4/20/23 10:11AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ashwsonov	
[4/20/23 11:44AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Ashwsonov	
[4/20/23 11:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ashwsonov	
[4/20/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 05:20PM] Player picked up item: Coin, id: 995, amount: 2242916, owner: Ashwsonov	
[4/20/23 05:21PM] Player picked up item: Coin, id: 995, amount: 2016947, owner: Ashwsonov	
[4/20/23 05:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ashwsonov	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ashwsonov	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ashwsonov	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ashwsonov	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ashwsonov	
[4/21/23 08:41AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Forest	
[4/23/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/23/23 12:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/24/23 07:25PM] Player picked up item: Slayer casket, id: 2734, amount: 1, owner: Ashwsonov	
