[4/20/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 04:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Draculaura	
[4/20/23 04:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Draculaura	
[4/20/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 600, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Draculaura	
[4/20/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Draculaura	
[4/20/23 05:31PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Draculaura	
[4/20/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 05:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Draculaura	
[4/20/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Draculaura	
[4/20/23 05:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Draculaura	
[4/20/23 05:34PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Coin, id: 995, amount: 700, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Coin, id: 995, amount: 700, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Draculaura	
[4/20/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Draculaura	
[4/20/23 05:38PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Draculaura	
[4/20/23 05:38PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Draculaura	
[4/20/23 05:39PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Draculaura	
[4/20/23 05:39PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Draculaura	
[4/20/23 05:39PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Draculaura	
[4/20/23 05:41PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:49PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 05:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 05:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:02PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Draculaura	
[4/20/23 06:02PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Draculaura	
[4/20/23 06:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 06:02PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Draculaura	
[4/20/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 06:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Draculaura	
[4/20/23 06:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Draculaura	
[4/20/23 06:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Draculaura	
[4/20/23 06:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Draculaura	
[4/20/23 06:16PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Draculaura	
[4/20/23 06:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Draculaura	
[4/20/23 06:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Draculaura	
[4/20/23 06:16PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Draculaura	
[4/20/23 06:17PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Draculaura	
[4/20/23 06:17PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Draculaura	
[4/20/23 06:17PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Draculaura	
[4/20/23 06:20PM] Player picked up item: Coin, id: 995, amount: 1176401, owner: Draculaura	
[4/20/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Draculaura	
[4/20/23 06:28PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:28PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 06:28PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:29PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:29PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:29PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:30PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:30PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:30PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:30PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:31PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:31PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:31PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:31PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:33PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:33PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Draculaura	
[4/20/23 06:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:34PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:34PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:34PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:35PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:35PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:35PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:36PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:37PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:37PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Draculaura	
[4/20/23 06:37PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:38PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:39PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:39PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 06:39PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 06:41PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Draculaura	
[4/20/23 06:41PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Draculaura	
[4/20/23 07:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:07PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Draculaura	
[4/20/23 07:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:09PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:09PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:09PM] Player picked up item: Coin, id: 995, amount: 27000, owner: Draculaura	
[4/20/23 07:09PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 07:10PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
