[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 1207002, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Serenity	
[4/20/23 06:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 07:18AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Serenity	
[4/20/23 07:21AM] Player picked up item: Coin, id: 995, amount: 2228638, owner: Serenity	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Serenity	
[4/20/23 07:22AM] Player picked up item: Coin, id: 995, amount: 4178984, owner: Serenity	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Serenity	
[4/20/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Serenity	
[4/20/23 07:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Serenity	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Serenity	
[4/20/23 07:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Serenity	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: Serenity	
[4/20/23 07:34AM] Player picked up item: Coin, id: 995, amount: 800, owner: Serenity	
[4/20/23 07:34AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Serenity	
[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Serenity	
[4/20/23 07:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Serenity	
[4/20/23 07:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Serenity	
[4/20/23 07:43AM] Player picked up item: Coin, id: 995, amount: 800, owner: Serenity	
[4/20/23 07:49AM] Player picked up item: Coin, id: 995, amount: 700, owner: Serenity	
[4/20/23 07:51AM] Player picked up item: Coin, id: 995, amount: 1616613, owner: Serenity	
[4/20/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Serenity	
[4/20/23 07:57AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Serenity	
[4/20/23 08:02AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Serenity	
[4/20/23 08:04AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Serenity	
[4/20/23 08:06AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Serenity	
[4/22/23 08:39AM] Player picked up item: Collector necklace, id: 19886, amount: 1, owner: Vetbrazil	
