[4/22/23 12:58PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rsps Adi	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rsps Adi	
[4/22/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Rsps Adi	
[4/22/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:13PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rsps Adi	
[4/22/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Rsps Adi	
[4/22/23 01:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Rsps Adi	
[4/22/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rsps Adi	
[4/22/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Rsps Adi	
[4/22/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rsps Adi	
[4/22/23 01:20PM] Player picked up item: Coin, id: 995, amount: 400, owner: Rsps Adi	
[4/22/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rsps Adi	
[4/22/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rsps Adi	
[4/22/23 01:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps Adi	
[4/22/23 01:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps Adi	
[4/22/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Rsps Adi	
[4/22/23 01:25PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Rsps Adi	
[4/22/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rsps Adi	
[4/22/23 01:26PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rsps Adi	
[4/22/23 01:26PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rsps Adi	
[4/22/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Rsps Adi	
[4/22/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rsps Adi	
[4/22/23 01:26PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rsps Adi	
[4/22/23 01:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps Adi	
[4/22/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rsps Adi	
[4/22/23 01:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps Adi	
[4/22/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rsps Adi	
[4/22/23 01:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rsps Adi	
[4/22/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Rsps Adi	
[4/22/23 01:33PM] Player picked up item: Coin, id: 995, amount: 2090024, owner: Rsps Adi	
