[4/19/23 07:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Satan	
[4/19/23 07:25PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Satan	
[4/19/23 07:25PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:26PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Satan	
[4/19/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Satan	
[4/19/23 07:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Satan	
[4/19/23 07:33PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Satan	
[4/19/23 07:33PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Satan	
[4/19/23 07:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:35PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Satan	
[4/19/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Satan	
[4/19/23 07:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Satan	
[4/19/23 07:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Satan	
[4/19/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Satan	
[4/19/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:44PM] Player picked up item: Coin, id: 995, amount: 1442437, owner: Satan	
[4/19/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Satan	
[4/19/23 07:45PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:46PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Coin, id: 995, amount: 500, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Satan	
[4/19/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Satan	
[4/19/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Satan	
[4/19/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Satan	
[4/19/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Satan	
[4/19/23 08:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Satan	
[4/19/23 08:11PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Satan	
[4/19/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Satan	
[4/19/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Satan	
[4/19/23 08:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Satan	
[4/19/23 08:12PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Satan	
[4/19/23 08:12PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Satan	
[4/19/23 08:12PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Satan	
[4/19/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Satan	
[4/19/23 08:17PM] Player picked up item: Coin, id: 995, amount: 3724909, owner: Satan	
[4/19/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Satan	
[4/19/23 08:19PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Satan	
[4/19/23 08:21PM] Player picked up item: Lili Boots, id: 22141, amount: 1, owner: Entropy	
[4/19/23 08:35PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Satan	
