[4/22/23 04:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Brandon	
[4/22/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Brandon	
[4/22/23 05:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:04AM] Player picked up item: Coin, id: 995, amount: 2420880, owner: Brandon	
[4/22/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Coin, id: 995, amount: 800, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Brandon	
[4/22/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:13AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Brandon	
[4/22/23 05:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brandon	
[4/22/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Brandon	
[4/22/23 05:15AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Brandon	
[4/22/23 05:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brandon	
[4/22/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brandon	
[4/22/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:18AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Brandon	
[4/22/23 05:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Brandon	
[4/22/23 05:21AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Brandon	
[4/22/23 05:22AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Brandon	
[4/22/23 05:24AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Brandon	
[4/22/23 05:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brandon	
[4/22/23 05:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brandon	
[4/22/23 05:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brandon	
[4/22/23 05:33AM] Player picked up item: Coin, id: 995, amount: 1034487, owner: Brandon	
[4/22/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Brandon	
[4/22/23 05:34AM] Player picked up item: Coin, id: 995, amount: 3313873, owner: Brandon	
[4/22/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Brandon	
[4/22/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Brandon	
[4/22/23 05:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Brandon	
[4/22/23 05:39AM] Player picked up item: Coin, id: 995, amount: 700, owner: Brandon	
[4/22/23 05:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brandon	
[4/22/23 05:39AM] Player picked up item: Coin, id: 995, amount: 700, owner: Brandon	
[4/22/23 05:43AM] Player picked up item: Coin, id: 995, amount: 900, owner: Brandon	
[4/22/23 05:45AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brandon	
[4/22/23 05:52AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Brandon	
[4/22/23 05:52AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Brandon	
[4/22/23 05:56AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Brandon	
[4/22/23 06:04AM] Player picked up item: Coin, id: 995, amount: 1537781, owner: Brandon	
[4/22/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brandon	
[4/22/23 06:07AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Brandon	
