[4/19/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Med Nuts2	
[4/19/23 08:25PM] Player picked up item: Coin, id: 995, amount: 600, owner: Railtech	
[4/19/23 08:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Railtech	
[4/19/23 08:29PM] Player picked up item: Executive Helm, id: 4684, amount: 1, owner: Railtech	
[4/19/23 08:29PM] Player picked up item: Executive Legs, id: 4686, amount: 1, owner: Railtech	
[4/19/23 08:37PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Railtech	
[4/19/23 08:37PM] Player picked up item: Coin, id: 995, amount: 700, owner: Railtech	
[4/19/23 08:55PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Railtech	
[4/19/23 09:25PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Railtech	
[4/19/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Railtech	
[4/19/23 09:34PM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Railtech	
[4/19/23 09:34PM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Railtech	
[4/19/23 09:40PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Railtech	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Railtech	
[4/19/23 10:25PM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Railtech	
[4/19/23 11:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Railtech	
[4/19/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Railtech	
[4/19/23 11:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Railtech	
[4/19/23 11:59PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Railtech	
[4/20/23 09:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Railtech	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Railtech	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Railtech	
[4/20/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/20/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/20/23 10:00AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Railtech	
[4/20/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Railtech	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Railtech	
[4/20/23 10:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Railtech	
[4/20/23 10:01AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Railtech	
[4/20/23 10:04AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Railtech	
[4/20/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Railtech	
[4/20/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Railtech	
[4/20/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Railtech	
[4/20/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Railtech	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Railtech	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Railtech	
[4/20/23 10:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Railtech	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Railtech	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Railtech	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Railtech	
[4/20/23 11:55AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Railtech	
[4/20/23 10:24PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Railtech	
[4/20/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/20/23 11:34PM] Player picked up item: Coin, id: 995, amount: 2342498, owner: Railtech	
[4/20/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Railtech	
[4/20/23 11:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Railtech	
[4/20/23 11:37PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Railtech	
[4/21/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Railtech	
[4/21/23 12:47AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Railtech	
[4/21/23 12:56AM] Player picked up item: Doom Legs, id: 15933, amount: 1, owner: Railtech	
[4/21/23 12:57AM] Player picked up item: Doom Legs, id: 15933, amount: 1, owner: Railtech	
[4/21/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Railtech	
[4/21/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Railtech	
[4/21/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Railtech	
[4/21/23 06:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Railtech	
[4/21/23 06:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Railtech	
[4/21/23 06:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Railtech	
[4/21/23 06:39PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Railtech	
[4/21/23 07:01PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Railtech	
[4/21/23 07:04PM] Player picked up item: Coin, id: 995, amount: 2481312, owner: Railtech	
[4/21/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Railtech	
[4/21/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/21/23 07:34PM] Player picked up item: Coin, id: 995, amount: 1353627, owner: Railtech	
[4/21/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Railtech	
[4/21/23 08:46PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Railtech	
[4/21/23 09:17PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Railtech	
[4/21/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/21/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Railtech	
[4/21/23 09:18PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Railtech	
[4/21/23 09:28PM] Player picked up item: Coin, id: 995, amount: 48000, owner: Railtech	
[4/21/23 09:32PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Railtech	
[4/21/23 09:32PM] Player picked up item: Coin, id: 995, amount: 32000, owner: Railtech	
[4/21/23 09:34PM] Player picked up item: Coin, id: 995, amount: 2135501, owner: Railtech	
[4/21/23 10:02PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Railtech	
[4/21/23 10:02PM] Player picked up item: Coin, id: 995, amount: 48000, owner: Railtech	
[4/21/23 10:02PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Railtech	
[4/21/23 10:07PM] Player picked up item: Godly Body, id: 14051, amount: 1, owner: Railtech	
[4/21/23 10:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Railtech	
[4/22/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Beef	
