[4/20/23 03:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Odin	
[4/20/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Odin	
[4/20/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Odin	
[4/20/23 03:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Odin	
[4/20/23 03:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Odin	
[4/20/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 03:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Odin	
[4/20/23 03:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Odin	
[4/20/23 03:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Odin	
[4/20/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Odin	
[4/20/23 03:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Odin	
[4/20/23 03:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Odin	
[4/20/23 03:40AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Odin	
[4/20/23 03:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Odin	
[4/20/23 03:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Odin	
[4/20/23 03:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Odin	
[4/20/23 03:44AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Odin	
[4/20/23 03:45AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Odin	
[4/20/23 03:51AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Odin	
[4/20/23 03:51AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Odin	
[4/20/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Odin	
[4/20/23 03:57AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Odin	
[4/20/23 03:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Odin	
[4/20/23 03:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Odin	
[4/20/23 03:57AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Odin	
[4/20/23 03:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Odin	
[4/20/23 03:58AM] Player picked up item: Coin, id: 995, amount: 700, owner: Odin	
[4/20/23 03:59AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Odin	
[4/20/23 03:59AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Odin	
[4/20/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Odin	
[4/20/23 04:00AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Odin	
[4/20/23 04:00AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Odin	
[4/20/23 04:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Odin	
[4/20/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Odin	
[4/20/23 04:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Odin	
[4/20/23 04:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Odin	
[4/20/23 04:07AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Odin	
[4/20/23 04:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Odin	
[4/20/23 04:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 04:09AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Odin	
[4/20/23 04:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Odin	
[4/20/23 04:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 04:13AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Odin	
[4/20/23 04:13AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Odin	
[4/20/23 04:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:27AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Odin	
[4/20/23 04:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 04:30AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Odin	
[4/20/23 04:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 04:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:32AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/20/23 04:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 04:37AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Odin	
[4/20/23 09:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 09:55AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Odin	
[4/20/23 09:55AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Odin	
[4/20/23 09:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Odin	
[4/20/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Odin	
[4/21/23 03:19AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Odin	
