[4/16/23 10:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Deam	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 400, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dropsplease	
[4/16/23 12:30PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Dropsplease	
[4/16/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:30PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dropsplease	
[4/16/23 12:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dropsplease	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dropsplease	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dropsplease	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 500, owner: Dropsplease	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dropsplease	
[4/16/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dropsplease	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dropsplease	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dropsplease	
[4/16/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:33PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dropsplease	
[4/16/23 12:34PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dropsplease	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dropsplease	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dropsplease	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dropsplease	
[4/16/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 12:39PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Dropsplease	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dropsplease	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dropsplease	
[4/16/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dropsplease	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dropsplease	
[4/16/23 12:45PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dropsplease	
[4/16/23 12:45PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dropsplease	
[4/16/23 12:46PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dropsplease	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2294032, owner: Dropsplease	
[4/16/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dropsplease	
[4/16/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 01:00PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dropsplease	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Dropsplease	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 01:07PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dropsplease	
[4/16/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dropsplease	
[4/16/23 01:17PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Dropsplease	
[4/16/23 01:17PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Dropsplease	
[4/16/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dropsplease	
[4/16/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dropsplease	
[4/16/23 01:24PM] Player picked up item: Coin, id: 995, amount: 4477285, owner: Dropsplease	
[4/16/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dropsplease	
[4/16/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Dropsplease	
[4/16/23 01:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dropsplease	
[4/16/23 01:30PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Dropsplease	
[4/16/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dropsplease	
[4/16/23 01:30PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Dropsplease	
[4/16/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Dropsplease	
[4/16/23 01:39PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dropsplease	
[4/16/23 01:40PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:43PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dropsplease	
[4/16/23 01:43PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Dropsplease	
[4/16/23 01:49PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Dropsplease	
[4/16/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1632349, owner: Dropsplease	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dropsplease	
[4/16/23 01:56PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dropsplease	
[4/16/23 03:01PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dropsplease	
