[4/23/23 12:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Alcoholic	
[4/23/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Alcoholic	
[4/23/23 12:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Alcoholic	
[4/23/23 12:51AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Alcoholic	
[4/23/23 12:51AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Coin, id: 995, amount: 300, owner: Alcoholic	
[4/23/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Alcoholic	
[4/23/23 12:58AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Alcoholic	
[4/23/23 12:58AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Alcoholic	
[4/23/23 12:58AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Alcoholic	
[4/23/23 12:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Alcoholic	
[4/23/23 12:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Alcoholic	
[4/23/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Alcoholic	
[4/23/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 12:59AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Alcoholic	
[4/23/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Alcoholic	
[4/23/23 01:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Alcoholic	
[4/23/23 01:04AM] Player picked up item: Coin, id: 995, amount: 2077553, owner: Alcoholic	
[4/23/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Alcoholic	
[4/23/23 01:05AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Alcoholic	
[4/23/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Alcoholic	
[4/23/23 01:05AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Alcoholic	
[4/23/23 01:05AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Alcoholic	
[4/23/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Alcoholic	
[4/23/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Alcoholic	
[4/23/23 01:06AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Alcoholic	
[4/23/23 01:06AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Alcoholic	
[4/23/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Alcoholic	
[4/23/23 01:06AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Alcoholic	
[4/23/23 01:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Alcoholic	
[4/23/23 01:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Alcoholic	
[4/23/23 01:07AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Alcoholic	
[4/23/23 01:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Alcoholic	
[4/23/23 01:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Alcoholic	
[4/23/23 01:15AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Alcoholic	
[4/23/23 01:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: Alcoholic	
[4/23/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Alcoholic	
[4/23/23 01:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Alcoholic	
[4/23/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Alcoholic	
[4/23/23 01:18AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Alcoholic	
[4/23/23 01:18AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Alcoholic	
[4/23/23 01:19AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Alcoholic	
[4/23/23 01:19AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Alcoholic	
[4/23/23 01:19AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Alcoholic	
[4/23/23 01:20AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Alcoholic	
[4/23/23 01:21AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Alcoholic	
[4/23/23 01:21AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Alcoholic	
[4/23/23 01:24AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Alcoholic	
[4/23/23 01:24AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Alcoholic	
[4/23/23 01:25AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Alcoholic	
[4/23/23 01:25AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Alcoholic	
[4/23/23 01:31AM] Player picked up item: Shinigami Wings, id: 4369, amount: 1, owner: Like My Peep	
[4/23/23 01:34AM] Player picked up item: Coin, id: 995, amount: 2220286, owner: Alcoholic	
[4/23/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Alcoholic	
[4/23/23 01:35AM] Player picked up item: Coin, id: 995, amount: 2263463, owner: Alcoholic	
[4/23/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Alcoholic	
[4/23/23 01:37AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Alcoholic	
[4/23/23 01:37AM] Player picked up item: Coin, id: 995, amount: 6400, owner: Alcoholic	
[4/23/23 01:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Alcoholic	
[4/23/23 01:38AM] Player picked up item: Coin, id: 995, amount: 6400, owner: Alcoholic	
[4/23/23 01:38AM] Player picked up item: Coin, id: 995, amount: 6400, owner: Alcoholic	
[4/23/23 01:39AM] Player picked up item: Coin, id: 995, amount: 8800, owner: Alcoholic	
[4/23/23 01:39AM] Player picked up item: Coin, id: 995, amount: 8800, owner: Alcoholic	
[4/23/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Alcoholic	
[4/23/23 01:40AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Alcoholic	
[4/23/23 01:40AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Alcoholic	
[4/23/23 01:43AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Alcoholic	
[4/23/23 01:43AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Alcoholic	
[4/23/23 01:45AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Alcoholic	
[4/23/23 01:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Alcoholic	
[4/23/23 01:51AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Alcoholic	
[4/23/23 01:51AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Alcoholic	
[4/23/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Alcoholic	
[4/23/23 01:52AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Alcoholic	
[4/23/23 01:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Alcoholic	
[4/23/23 01:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Alcoholic	
[4/23/23 01:54AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Alcoholic	
[4/23/23 01:58AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Alcoholic	
[4/23/23 01:59AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Alcoholic	
[4/23/23 01:59AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Alcoholic	
[4/23/23 02:05AM] Player picked up item: Coin, id: 995, amount: 1834520, owner: Alcoholic	
[4/23/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Alcoholic	
[4/23/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Alcoholic	
[4/23/23 02:09AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:57AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:58AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:59AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:59AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:59AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:59AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:59AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:59AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 03:15AM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Alcoholic	
[4/23/23 02:53PM] Player picked up item: Infinite healing potion (T1), id: 23118, amount: 1, owner: Dio	
[4/23/23 02:53PM] Player picked up item: Infinite overload potion (T1), id: 23124, amount: 1, owner: Dio	
[4/25/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sad	
[4/25/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Rnggod	
