[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 100, owner: Swizzle	
[4/16/23 01:00AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Swizzle	
[4/16/23 01:02AM] Player picked up item: Coin, id: 995, amount: 800, owner: Swizzle	
[4/16/23 01:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swizzle	
[4/16/23 01:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swizzle	
[4/16/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/16/23 01:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swizzle	
[4/16/23 01:28AM] Player picked up item: Coin, id: 995, amount: 1652023, owner: Swizzle	
[4/16/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swizzle	
[4/16/23 01:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swizzle	
[4/16/23 01:32AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swizzle	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swizzle	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swizzle	
[4/16/23 01:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swizzle	
[4/16/23 03:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swizzle	
[4/16/23 03:15AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Swizzle	
[4/16/23 03:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 1429554, owner: Swizzle	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swizzle	
[4/16/23 03:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Swizzle	
[4/16/23 03:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/16/23 03:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swizzle	
[4/16/23 03:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 03:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 03:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Swizzle	
[4/16/23 03:43AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Swizzle	
[4/16/23 03:45AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Swizzle	
[4/16/23 03:45AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Swizzle	
[4/16/23 03:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 03:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 03:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 04:01AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Swizzle	
[4/16/23 04:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Swizzle	
[4/16/23 04:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Swizzle	
[4/16/23 04:03AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Swizzle	
[4/16/23 04:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
[4/16/23 07:50PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Swizzle	
[4/16/23 07:52PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Swizzle	
[4/16/23 07:52PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Swizzle	
[4/16/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swizzle	
[4/16/23 07:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swizzle	
