[4/16/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Starkiller90	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:42AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Starkiller90	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Starkiller90	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 06:54AM] Player picked up item: Coin, id: 995, amount: 2346846, owner: Starkiller90	
[4/16/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Starkiller90	
[4/16/23 07:03AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Starkiller90	
[4/16/23 07:21AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Starkiller90	
[4/16/23 07:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: Starkiller90	
[4/16/23 07:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Starkiller90	
[4/16/23 07:30AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Starkiller90	
[4/16/23 08:18AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Starkiller90	
[4/16/23 08:18AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Starkiller90	
[4/16/23 08:28AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Starkiller90	
[4/16/23 08:28AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Starkiller90	
[4/16/23 08:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Starkiller90	
[4/16/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Starkiller90	
[4/16/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Starkiller90	
[4/16/23 08:45AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Starkiller90	
[4/16/23 08:46AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Starkiller90	
[4/16/23 08:50AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Starkiller90	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 2417944, owner: Starkiller90	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Starkiller90	
[4/16/23 08:59AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Starkiller90	
[4/16/23 08:59AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Starkiller90	
[4/16/23 09:09AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Starkiller90	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Starkiller90	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Starkiller90	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Starkiller90	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Starkiller90	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Starkiller90	
[4/16/23 09:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Starkiller90	
[4/16/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Starkiller90	
[4/16/23 09:23AM] Player picked up item: Coin, id: 995, amount: 1906545, owner: Starkiller90	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 3227651, owner: Starkiller90	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Starkiller90	
[4/16/23 09:28AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Starkiller90	
[4/16/23 09:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Starkiller90	
[4/16/23 09:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Starkiller90	
[4/16/23 09:40AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Starkiller90	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Starkiller90	
[4/16/23 09:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Starkiller90	
[4/16/23 09:41AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Starkiller90	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Starkiller90	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2278716, owner: Starkiller90	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2970306, owner: Starkiller90	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Starkiller90	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2962757, owner: Starkiller90	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Starkiller90	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Starkiller90	
[4/16/23 09:46AM] Player picked up item: X1.5 Damage Perk, id: 4442, amount: 1, owner: Starkiller90	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Starkiller90	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 6, owner: Starkiller90	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Starkiller90	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Starkiller90	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Starkiller90	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Starkiller90	
[4/16/23 09:49AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Starkiller90	
[4/16/23 09:49AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Professor	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Starkiller90	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Starkiller90	
[4/16/23 09:54AM] Player picked up item: Coin, id: 995, amount: 1633761, owner: Starkiller90	
