[4/15/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 08:25AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Like My Peep	
[4/15/23 08:25AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Like My Peep	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Like My Peep	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Like My Peep	
[4/15/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Like My Peep	
[4/15/23 08:38AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Like My Peep	
[4/15/23 08:39AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Like My Peep	
[4/15/23 08:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Like My Peep	
[4/15/23 08:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Like My Peep	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Like My Peep	
[4/15/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Like My Peep	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Like My Peep	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Like My Peep	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Like My Peep	
[4/15/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 08:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Like My Peep	
[4/15/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Like My Peep	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 08:52AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Like My Peep	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Like My Peep	
[4/15/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Like My Peep	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Like My Peep	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Like My Peep	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Like My Peep	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Like My Peep	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Like My Peep	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Like My Peep	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Like My Peep	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:56AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Like My Peep	
[4/15/23 08:56AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Like My Peep	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 08:57AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Like My Peep	
[4/15/23 08:58AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Like My Peep	
[4/15/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Like My Peep	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1710588, owner: Like My Peep	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Like My Peep	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 09:06AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Like My Peep	
[4/15/23 09:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Like My Peep	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Like My Peep	
[4/15/23 09:08AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Like My Peep	
[4/15/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Like My Peep	
[4/15/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Like My Peep	
[4/15/23 09:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Like My Peep	
[4/15/23 09:52AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Like My Peep	
[4/16/23 09:39AM] Player picked up item: Champion Gloves, id: 12994, amount: 1, owner: Like My Peep	
[4/16/23 02:37PM] Player picked up item: Maze Helm, id: 5420, amount: 1, owner: Like My Peep	
[4/16/23 02:37PM] Player picked up item: Maze Helm, id: 5420, amount: 1, owner: Like My Peep	
[4/17/23 07:08AM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Like My Peep	
[4/17/23 08:33AM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 08:33AM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 08:33AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:33AM] Player picked up item: Varth Legs, id: 22147, amount: 1, owner: Like My Peep	
[4/17/23 08:33AM] Player picked up item: Varth Legs, id: 22147, amount: 1, owner: Like My Peep	
[4/17/23 08:43AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:43AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:43AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:43AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:43AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 08:43AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:23PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/18/23 07:57AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Like My Peep	
[4/19/23 07:09AM] Player picked up item: Evil Scythe, id: 22133, amount: 1, owner: Like My Peep	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1130, owner: Like My Peep	
[4/19/23 07:09AM] Player picked up item: Evil Scythe, id: 22133, amount: 1, owner: Like My Peep	
[4/19/23 07:09AM] Player picked up item: Evil Scythe, id: 22133, amount: 1, owner: Like My Peep	
[4/19/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1130, owner: Like My Peep	
[4/19/23 07:10AM] Player picked up item: Evil Scythe, id: 22133, amount: 1, owner: Like My Peep	
[4/19/23 07:10AM] Player picked up item: Evil Scythe, id: 22133, amount: 1, owner: Like My Peep	
[4/20/23 11:25AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 03:40AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 03:40AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 03:40AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:42AM] Player picked up item: Executive Boots, id: 8274, amount: 1, owner: Like My Peep	
[4/21/23 10:01AM] Player picked up item: Coin, id: 995, amount: 951, owner: Like My Peep	
[4/21/23 10:02AM] Player picked up item: Coin, id: 995, amount: 951, owner: Like My Peep	
[4/21/23 02:50PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/22/23 08:32AM] Player picked up item: Groudon Aura, id: 15448, amount: 1, owner: Like My Peep	
