[4/20/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Corgi	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Corgi	
[4/20/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Corgi	
[4/20/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Corgi	
[4/20/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Corgi	
[4/20/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Corgi	
[4/20/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
[4/20/23 02:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Corgi	
[4/20/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Corgi	
[4/20/23 02:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Corgi	
[4/20/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Corgi	
