[4/22/23 10:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: One	
[4/22/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: One	
[4/22/23 11:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: One	
[4/22/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:19AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 11:20AM] Player picked up item: Coin, id: 995, amount: 400, owner: One	
[4/22/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One	
[4/22/23 12:11PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: One	
[4/22/23 12:12PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: One	
