[4/15/23 02:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nervus	
[4/15/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 03:37AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nervus	
[4/15/23 03:37AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nervus	
[4/15/23 03:38AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nervus	
[4/15/23 03:38AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Nervus	
[4/15/23 03:38AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Nervus	
[4/15/23 03:39AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nervus	
[4/15/23 03:41AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nervus	
[4/15/23 03:41AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nervus	
[4/15/23 03:43AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nervus	
[4/15/23 03:43AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nervus	
[4/15/23 03:44AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nervus	
[4/15/23 03:44AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nervus	
[4/15/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 04:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nervus	
[4/15/23 04:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 04:12AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nervus	
[4/15/23 04:12AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nervus	
[4/15/23 04:15AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nervus	
[4/15/23 04:16AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nervus	
[4/15/23 04:16AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nervus	
[4/15/23 04:17AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nervus	
[4/15/23 05:00AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nervus	
[4/15/23 05:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nervus	
[4/15/23 05:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Nervus	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Nervus	
[4/15/23 07:05AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Nervus	
[4/15/23 07:05AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Nervus	
[4/15/23 07:05AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Nervus	
[4/15/23 07:05AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Nervus	
[4/15/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 07:25AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Nervus	
[4/15/23 07:25AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Nervus	
[4/15/23 07:25AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Nervus	
[4/15/23 07:25AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Nervus	
[4/15/23 07:25AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Nervus	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nervus	
[4/15/23 07:29AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Nervus	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nervus	
[4/15/23 07:29AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Nervus	
[4/15/23 07:29AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Nervus	
[4/15/23 07:59AM] Player picked up item: Coin, id: 995, amount: 2219803, owner: Nervus	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Nervus	
[4/15/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Nervus	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nervus	
[4/15/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2683879, owner: Nervus	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Nervus	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Nervus	
[4/15/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Nervus	
[4/15/23 04:43PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Nervus	
[4/15/23 04:43PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Nervus	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Nervus	
[4/15/23 05:11PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nervus	
[4/15/23 05:11PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nervus	
[4/15/23 05:18PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Nervus	
[4/15/23 05:18PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Nervus	
[4/15/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Nervus	
[4/15/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Nervus	
[4/15/23 05:34PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Nervus	
[4/15/23 05:34PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Nervus	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Nervus	
[4/20/23 11:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/21/23 12:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 12:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/22/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 930, owner: Zshana	
[4/22/23 09:55PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: O T T E R	
[4/23/23 12:52AM] Player picked up item: Black platebody (h4), id: 19490, amount: 1, owner: Matt0804	
[4/23/23 03:52AM] Player picked up item: Onyx Griffin Pet, id: 19486, amount: 1, owner: A Fatality	
[4/23/23 03:53AM] Player picked up item: Asmodeus Pet, id: 19484, amount: 1, owner: A Fatality	
[4/23/23 03:53AM] Player picked up item: Ag'thomoth Pet, id: 19488, amount: 1, owner: A Fatality	
[4/23/23 03:53AM] Player picked up item: Ag'thomoth Pet, id: 19488, amount: 1, owner: A Fatality	
[4/23/23 03:54AM] Player picked up item: Ag'thomoth Pet, id: 19488, amount: 1, owner: A Fatality	
