[4/20/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Translucent	
[4/20/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fkidk	
[4/20/23 10:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fkidk	
[4/20/23 10:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fkidk	
[4/20/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fkidk	
[4/20/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fkidk	
[4/20/23 10:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Fkidk	
[4/20/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fkidk	
[4/20/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fkidk	
[4/20/23 10:52PM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Fkidk	
[4/20/23 10:53PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Fkidk	
[4/20/23 10:54PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Fkidk	
[4/20/23 10:54PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Fkidk	
[4/20/23 10:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Fkidk	
[4/20/23 10:56PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Fkidk	
[4/20/23 10:56PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Fkidk	
[4/20/23 10:56PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Fkidk	
[4/20/23 10:56PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Fkidk	
[4/20/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fkidk	
[4/20/23 10:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fkidk	
[4/20/23 10:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Fkidk	
[4/20/23 10:57PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Fkidk	
[4/20/23 10:57PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Fkidk	
[4/20/23 10:59PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Fkidk	
[4/20/23 10:59PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Fkidk	
[4/20/23 11:00PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fkidk	
[4/20/23 11:00PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fkidk	
[4/20/23 11:00PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fkidk	
[4/20/23 11:01PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fkidk	
[4/20/23 11:01PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fkidk	
[4/20/23 11:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fkidk	
[4/20/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fkidk	
[4/20/23 11:06PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Fkidk	
[4/20/23 11:07PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fkidk	
[4/20/23 11:07PM] Player picked up item: Coin, id: 995, amount: 700, owner: Fkidk	
[4/20/23 11:07PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fkidk	
[4/20/23 11:08PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fkidk	
[4/20/23 11:08PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fkidk	
[4/20/23 11:08PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fkidk	
[4/20/23 11:08PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fkidk	
[4/20/23 11:09PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Fkidk	
[4/20/23 11:09PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Fkidk	
[4/20/23 11:09PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fkidk	
[4/20/23 11:09PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fkidk	
