[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Hellotittie	
[4/21/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Hellotittie	
[4/21/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hellotittie	
[4/21/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Hellotittie	
[4/21/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hellotittie	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Hellotittie	
[4/21/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Hellotittie	
[4/21/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Hellotittie	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Hellotittie	
[4/21/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Hellotittie	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 12:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Hellotittie	
[4/21/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hellotittie	
[4/21/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hellotittie	
[4/21/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hellotittie	
[4/21/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Hellotittie	
[4/21/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Hellotittie	
[4/21/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Hellotittie	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Hellotittie	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hellotittie	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hellotittie	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hellotittie	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hellotittie	
[4/21/23 01:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hellotittie	
[4/21/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hellotittie	
[4/21/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 01:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hellotittie	
[4/21/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 01:22PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:22PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:23PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:23PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:25PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:26PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:26PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hellotittie	
[4/21/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:27PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Hellotittie	
[4/21/23 01:27PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 01:28PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hellotittie	
[4/21/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:28PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hellotittie	
[4/21/23 01:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:30PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:31PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Hellotittie	
[4/21/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:31PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hellotittie	
[4/21/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:32PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Hellotittie	
[4/21/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 01:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2435180, owner: Hellotittie	
[4/21/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hellotittie	
[4/21/23 01:35PM] Player picked up item: Coin, id: 995, amount: 4037874, owner: Hellotittie	
[4/21/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Hellotittie	
[4/21/23 01:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:40PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hellotittie	
[4/21/23 01:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:40PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Hellotittie	
[4/21/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Hellotittie	
[4/21/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 01:41PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:42PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hellotittie	
[4/21/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 01:42PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:43PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Hellotittie	
[4/21/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:44PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Hellotittie	
[4/21/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Hellotittie	
[4/21/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:45PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Hellotittie	
[4/21/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:46PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Hellotittie	
[4/21/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 01:46PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hellotittie	
[4/21/23 01:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:48PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hellotittie	
[4/21/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hellotittie	
[4/21/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:50PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Hellotittie	
[4/21/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 01:51PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Hellotittie	
[4/21/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 01:52PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Hellotittie	
[4/21/23 01:52PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Hellotittie	
[4/21/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hellotittie	
[4/21/23 01:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Hellotittie	
[4/21/23 01:54PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Hellotittie	
[4/21/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hellotittie	
[4/21/23 01:55PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Hellotittie	
[4/21/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 01:57PM] Player picked up item: Coin, id: 995, amount: 4900, owner: Hellotittie	
[4/21/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Hellotittie	
[4/21/23 01:58PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Hellotittie	
[4/21/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 01:59PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Hellotittie	
[4/21/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hellotittie	
[4/21/23 02:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hellotittie	
[4/21/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 02:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hellotittie	
[4/21/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 02:04PM] Player picked up item: Coin, id: 995, amount: 2335914, owner: Hellotittie	
[4/21/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hellotittie	
[4/21/23 02:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hellotittie	
[4/21/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 02:10PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Hellotittie	
[4/21/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 02:12PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Hellotittie	
[4/21/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 02:13PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hellotittie	
[4/21/23 02:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hellotittie	
[4/21/23 02:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 02:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hellotittie	
[4/21/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hellotittie	
[4/21/23 02:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hellotittie	
[4/21/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hellotittie	
[4/21/23 02:15PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Hellotittie	
[4/21/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
[4/21/23 02:17PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Hellotittie	
[4/21/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hellotittie	
