[4/16/23 05:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:22AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Mike	
[4/16/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Mike	
[4/16/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Mike	
[4/16/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Mike	
[4/16/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Mike	
[4/16/23 05:43AM] Player picked up item: Tarn token, id: 10835, amount: 5267, owner: Iron Mike	
[4/16/23 05:46AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Mike	
