[4/20/23 09:02AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Svenaaa	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Svenaaa	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Svenaaa	
[4/20/23 12:23PM] Player picked up item: Lava bones, id: 2023, amount: 730, owner: Inherited	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Svenaaa	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Svenaaa	
[4/20/23 12:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Svenaaa	
[4/20/23 12:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Svenaaa	
[4/20/23 12:27PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Svenaaa	
[4/20/23 12:28PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Svenaaa	
[4/20/23 12:28PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Svenaaa	
[4/20/23 12:28PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Svenaaa	
[4/20/23 12:30PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Svenaaa	
[4/20/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Svenaaa	
[4/20/23 12:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Svenaaa	
[4/20/23 12:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Svenaaa	
[4/20/23 12:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Svenaaa	
[4/20/23 12:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Svenaaa	
[4/20/23 12:50PM] Player picked up item: Coin, id: 995, amount: 1376325, owner: Svenaaa	
[4/20/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Svenaaa	
[4/20/23 12:54PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Svenaaa	
[4/20/23 12:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Svenaaa	
[4/21/23 01:06AM] Player picked up item: Coin, id: 995, amount: 1828367, owner: Svenaaa	
[4/21/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Svenaaa	
[4/21/23 01:13AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Svenaaa	
[4/21/23 01:14AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Svenaaa	
[4/21/23 01:19AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Svenaaa	
