[4/15/23 04:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: M4	
[4/15/23 04:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: M4	
[4/15/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 04:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: M4	
[4/15/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 04:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: M4	
[4/15/23 04:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: M4	
[4/15/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: M4	
[4/15/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 04:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: M4	
[4/15/23 04:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 04:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: M4	
[4/15/23 04:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: M4	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: M4	
[4/15/23 04:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 04:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 04:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 04:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: M4	
[4/15/23 04:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: M4	
[4/15/23 04:50AM] Player picked up item: Coin, id: 995, amount: 2500, owner: M4	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: M4	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: M4	
[4/15/23 04:50AM] Player picked up item: Coin, id: 995, amount: 1000, owner: M4	
[4/15/23 04:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 04:50AM] Player picked up item: Coin, id: 995, amount: 1000, owner: M4	
[4/15/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: M4	
[4/15/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: M4	
[4/15/23 05:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: M4	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: M4	
[4/15/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: M4	
[4/15/23 06:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 06:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: M4	
[4/15/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 06:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: M4	
[4/15/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: M4	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: M4	
[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: M4	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: M4	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 500, owner: M4	
[4/15/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:14AM] Player picked up item: Coin, id: 995, amount: 1000, owner: M4	
[4/15/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 06:14AM] Player picked up item: Coin, id: 995, amount: 1000, owner: M4	
[4/15/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:14AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: M4	
[4/15/23 06:14AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: M4	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: M4	
[4/15/23 06:15AM] Player picked up item: Coin, id: 995, amount: 1200, owner: M4	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 06:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 06:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:16AM] Player picked up item: Coin, id: 995, amount: 1800, owner: M4	
[4/15/23 06:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 1800, owner: M4	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: M4	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 06:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 2400, owner: M4	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 1200, owner: M4	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: M4	
[4/15/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: M4	
[4/15/23 06:22AM] Player picked up item: Coin, id: 995, amount: 2400, owner: M4	
[4/15/23 06:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: M4	
[4/15/23 06:24AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: M4	
[4/15/23 06:24AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: M4	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 2100, owner: M4	
[4/15/23 06:26AM] Player picked up item: Coin, id: 995, amount: 2100, owner: M4	
[4/15/23 06:27AM] Player picked up item: Coin, id: 995, amount: 700, owner: M4	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: M4	
[4/15/23 06:31AM] Player picked up item: Coin, id: 995, amount: 2400, owner: M4	
[4/15/23 06:37AM] Player picked up item: Coin, id: 995, amount: 4500, owner: M4	
[4/15/23 06:37AM] Player picked up item: Coin, id: 995, amount: 3600, owner: M4	
[4/15/23 06:37AM] Player picked up item: Coin, id: 995, amount: 2700, owner: M4	
[4/15/23 06:39AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: M4	
[4/15/23 06:46AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: M4	
[4/15/23 06:47AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: M4	
[4/15/23 06:47AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: M4	
[4/15/23 06:47AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: M4	
[4/15/23 06:48AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: M4	
[4/15/23 06:48AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: M4	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 06:49AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: M4	
[4/15/23 06:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: M4	
[4/15/23 06:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: M4	
[4/15/23 06:58AM] Player picked up item: Coin, id: 995, amount: 6000, owner: M4	
[4/15/23 06:58AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: M4	
[4/15/23 07:03AM] Player picked up item: Coin, id: 995, amount: 8000, owner: M4	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 07:08AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: M4	
[4/15/23 07:08AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: M4	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 4000, owner: M4	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 12000, owner: M4	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: M4	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 4000, owner: M4	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: M4	
[4/15/23 07:30AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: M4	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 10000, owner: M4	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/15/23 07:34AM] Player picked up item: Coin, id: 995, amount: 8000, owner: M4	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: M4	
[4/16/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 5354, owner: M4	
