[4/18/23 05:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:30PM] Player picked up item: Coin, id: 995, amount: 200, owner: Olliv1125	
[4/18/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:32PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Olliv1125	
[4/18/23 07:32PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 900, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: Olliv1125	
[4/18/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Olliv1125	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Olliv1125	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Olliv1125	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Olliv1125	
[4/18/23 07:47PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Olliv1125	
[4/18/23 08:02PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Olliv1125	
[4/18/23 08:05PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Olliv1125	
[4/18/23 08:05PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Olliv1125	
[4/18/23 11:55PM] Player picked up item: Super restore (4), id: 3025, amount: 100, owner: Dopa Afk	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:30PM] Player picked up item: Gorvek Pet, id: 23081, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Helm, id: 4684, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Body, id: 4685, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Helm, id: 4684, amount: 1, owner: Onlyfans	
[4/19/23 06:33PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Olliv1125	
[4/19/23 06:35PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Olliv1125	
[4/20/23 01:07AM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Olliv1125	
[4/20/23 01:16AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Olliv1125	
[4/20/23 02:53AM] Player picked up item: Coin, id: 995, amount: 2170718, owner: Olliv1125	
[4/20/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Olliv1125	
[4/20/23 05:06PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Olliv1125	
