[4/23/23 03:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tungoar	
[4/23/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 06:00AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Tungoar	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 06:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tungoar	
[4/23/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Tungoar	
[4/23/23 06:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Tungoar	
