[4/23/23 11:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Eternity	
[4/23/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Eternity	
[4/23/23 11:26AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Eternity	
[4/23/23 11:26AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Eternity	
[4/23/23 11:26AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Eternity	
[4/23/23 11:26AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Eternity	
[4/23/23 11:27AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eternity	
[4/23/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Eternity	
[4/23/23 11:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Eternity	
[4/23/23 11:36AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Eternity	
[4/23/23 11:40AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Eternity	
[4/23/23 11:41AM] Player picked up item: Coin, id: 995, amount: 600, owner: Eternity	
[4/23/23 11:42AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Eternity	
[4/23/23 11:42AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Eternity	
[4/23/23 11:50AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Eternity	
[4/23/23 11:50AM] Player picked up item: Coin, id: 995, amount: 700, owner: Eternity	
[4/23/23 11:51AM] Player picked up item: Coin, id: 995, amount: 700, owner: Eternity	
[4/23/23 11:51AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Eternity	
[4/23/23 12:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: Eternity	
[4/23/23 12:07PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Eternity	
[4/23/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Eternity	
[4/23/23 12:11PM] Player picked up item: Imperial Whip, id: 18750, amount: 1, owner: Eternity	
[4/23/23 12:21PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Eternity	
[4/23/23 12:24PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Eternity	
[4/23/23 12:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Eternity	
[4/23/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Eternity	
[4/23/23 12:35PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eternity	
[4/23/23 12:35PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eternity	
[4/23/23 12:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Eternity	
[4/23/23 12:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Eternity	
[4/23/23 12:54PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Eternity	
[4/23/23 12:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:56PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Eternity	
[4/23/23 12:56PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:57PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Eternity	
[4/23/23 12:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:58PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 12:59PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eternity	
[4/23/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 01:00PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Eternity	
[4/23/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Eternity	
[4/23/23 01:02PM] Player picked up item: Coin, id: 995, amount: 2062261, owner: Eternity	
[4/23/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Eternity	
[4/23/23 01:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Eternity	
[4/23/23 01:05PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Eternity	
[4/23/23 01:05PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Eternity	
[4/23/23 01:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
[4/23/23 01:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Eternity	
