[4/17/23 09:49AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cookie	
[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cookie	
[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cookie	
[4/17/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 11:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cookie	
[4/17/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cookie	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cookie	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 11:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cookie	
[4/17/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cookie	
[4/17/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cookie	
[4/17/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 11:26AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cookie	
[4/17/23 11:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cookie	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 4412280, owner: Cookie	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cookie	
[4/17/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 11:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Cookie	
[4/17/23 11:39AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cookie	
[4/17/23 11:40AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Cookie	
[4/17/23 11:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 11:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 11:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 11:48AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cookie	
[4/17/23 11:50AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Cookie	
[4/17/23 11:50AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Cookie	
[4/17/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cookie	
[4/17/23 11:51AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cookie	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Cookie	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cookie	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Cookie	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Cookie	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 1578243, owner: Cookie	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cookie	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cookie	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Cookie	
[4/17/23 11:56AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Cookie	
[4/17/23 11:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Cookie	
[4/17/23 11:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Cookie	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1300762, owner: Cookie	
[4/17/23 12:04PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Cookie	
[4/17/23 12:04PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Cookie	
[4/17/23 12:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cookie	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cookie	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cookie	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cookie	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cookie	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Cookie	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cookie	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Cookie	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cookie	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2037488, owner: Cookie	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cookie	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cookie	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Cookie	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cookie	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cookie	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cookie	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cookie	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Cookie	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Cookie	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cookie	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Cookie	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Cookie	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cookie	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cookie	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cookie	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cookie	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Cookie	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Cookie	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Cookie	
[4/17/23 12:27PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Cookie	
[4/17/23 12:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 12:29PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Cookie	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:30PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Cookie	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cookie	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cookie	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cookie	
[4/17/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cookie	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cookie	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 3221711, owner: Cookie	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Cookie	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cookie	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Cookie	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Cookie	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 12:39PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Cookie	
[4/17/23 12:39PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Cookie	
[4/17/23 12:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Cookie	
[4/17/23 12:40PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cookie	
[4/17/23 12:41PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Cookie	
[4/17/23 12:41PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Cookie	
[4/17/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cookie	
[4/17/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cookie	
[4/17/23 12:45PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Cookie	
[4/17/23 12:45PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Cookie	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/17/23 12:46PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Cookie	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Cookie	
[4/17/23 12:47PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Cookie	
[4/17/23 12:47PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Cookie	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cookie	
[4/21/23 07:31AM] Player picked up item: Doom Aura, id: 12614, amount: 1, owner: Cookie	
[4/23/23 03:01PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Cookie	
