[4/19/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 02:53PM] Player picked up item: Slayer ticket, id: 5023, amount: 87, owner: Entropy	
[4/19/23 02:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:55PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tera Wrist	
[4/19/23 02:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 02:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 02:55PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Tera Wrist	
[4/19/23 02:57PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:57PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Tera Wrist	
[4/19/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 03:01PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Tera Wrist	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 03:01PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Tera Wrist	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tera Wrist	
[4/19/23 03:01PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 03:01PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 03:06PM] Player picked up item: Coin, id: 995, amount: 800, owner: Tera Wrist	
[4/19/23 03:10PM] Player picked up item: Coin, id: 995, amount: 700, owner: Tera Wrist	
[4/19/23 03:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Tera Wrist	
[4/19/23 03:10PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Tera Wrist	
[4/19/23 03:11PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Tera Wrist	
[4/19/23 03:12PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Tera Wrist	
[4/19/23 03:12PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Tera Wrist	
[4/19/23 03:12PM] Player picked up item: Coin, id: 995, amount: 700, owner: Tera Wrist	
[4/19/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 03:15PM] Player picked up item: Coin, id: 995, amount: 2343915, owner: Tera Wrist	
[4/19/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Tera Wrist	
[4/19/23 03:16PM] Player picked up item: Coin, id: 995, amount: 2500217, owner: Tera Wrist	
[4/19/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tera Wrist	
[4/19/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Tera Wrist	
[4/19/23 03:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Tera Wrist	
[4/19/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Tera Wrist	
[4/19/23 03:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tera Wrist	
[4/19/23 03:21PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Kinda Savage	
[4/19/23 03:28PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 03:34PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Tera Wrist	
[4/19/23 03:37PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tera Wrist	
[4/19/23 03:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Tera Wrist	
[4/19/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 03:45PM] Player picked up item: Coin, id: 995, amount: 2195778, owner: Tera Wrist	
[4/19/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 03:48PM] Player picked up item: Black platebody (h2), id: 19484, amount: 1, owner: Entropy	
[4/19/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 04:07PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 04:08PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Tera Wrist	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tera Wrist	
[4/19/23 04:08PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Tera Wrist	
[4/19/23 04:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 04:12PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:12PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:15PM] Player picked up item: Coin, id: 995, amount: 1947650, owner: Tera Wrist	
[4/19/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Tera Wrist	
[4/19/23 04:16PM] Player picked up item: Coin, id: 995, amount: 3835387, owner: Tera Wrist	
[4/19/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Tera Wrist	
[4/19/23 04:23PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Tera Wrist	
[4/19/23 04:23PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 04:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tera Wrist	
[4/19/23 04:30PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 04:32PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:34PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:34PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 04:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Tera Wrist	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Tera Wrist	
[4/19/23 04:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Tera Wrist	
[4/19/23 04:47PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Tera Wrist	
[4/19/23 04:50PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Tera Wrist	
[4/19/23 04:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 04:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:52PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Tera Wrist	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tera Wrist	
[4/19/23 04:55PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 04:55PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Tera Wrist	
[4/19/23 04:55PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 04:56PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 04:56PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:57PM] Player picked up item: Inferno tokhaar-kal, id: 18683, amount: 1, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 04:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tera Wrist	
[4/19/23 04:59PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tera Wrist	
[4/19/23 05:04PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Tera Wrist	
[4/19/23 05:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 05:04PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tera Wrist	
[4/19/23 05:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
