[4/16/23 05:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Stiffyman	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 800, owner: Stiffyman	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Stiffyman	
[4/16/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Stiffyman	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 800, owner: Stiffyman	
[4/16/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Stiffyman	
[4/16/23 06:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Stiffyman	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 06:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Stiffyman	
[4/16/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Stiffyman	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:51AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Stiffyman	
[4/16/23 06:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Stiffyman	
[4/16/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:54AM] Player picked up item: Coin, id: 995, amount: 1192985, owner: Stiffyman	
[4/16/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Stiffyman	
[4/16/23 06:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Stiffyman	
[4/16/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 06:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Stiffyman	
[4/16/23 06:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Stiffyman	
[4/16/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 06:59AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Stiffyman	
[4/16/23 07:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Stiffyman	
[4/16/23 07:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Stiffyman	
[4/16/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:03AM] Player picked up item: Coin, id: 995, amount: 700, owner: Stiffyman	
[4/16/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Stiffyman	
[4/16/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Stiffyman	
[4/16/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Stiffyman	
[4/16/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Stiffyman	
[4/16/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Stiffyman	
[4/16/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Stiffyman	
[4/16/23 07:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Stiffyman	
[4/16/23 07:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Stiffyman	
[4/16/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:08AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:09AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Stiffyman	
[4/16/23 07:09AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Stiffyman	
[4/16/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:09AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Stiffyman	
[4/16/23 07:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:11AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Stiffyman	
[4/16/23 07:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:14AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Stiffyman	
[4/16/23 07:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 07:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Stiffyman	
[4/16/23 07:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 07:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:16AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:23AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Stiffyman	
[4/16/23 07:23AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Stiffyman	
[4/16/23 07:24AM] Player picked up item: Coin, id: 995, amount: 2019584, owner: Stiffyman	
[4/16/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Stiffyman	
[4/16/23 07:24AM] Player picked up item: Coin, id: 995, amount: 4447138, owner: Stiffyman	
[4/16/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Stiffyman	
[4/16/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Stiffyman	
[4/16/23 07:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Stiffyman	
[4/16/23 07:26AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:26AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:26AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Stiffyman	
[4/16/23 07:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:28AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 07:28AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Stiffyman	
[4/16/23 07:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 07:41AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:41AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:41AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 08:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Stiffyman	
[4/16/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 08:04AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Stiffyman	
[4/16/23 08:32AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Stiffyman	
[4/16/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Stiffyman	
[4/16/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Stiffyman	
[4/16/23 08:44AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Stiffyman	
[4/16/23 08:50AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Stiffyman	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 08:51AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1095386, owner: Stiffyman	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Stiffyman	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 08:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 08:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 08:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 08:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 08:59AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 09:00AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Stiffyman	
[4/16/23 10:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 10:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 10:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Stiffyman	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Stiffyman	
[4/16/23 10:47AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: K8	
[4/16/23 10:47AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: K8	
[4/16/23 10:54AM] Player picked up item: Coin, id: 995, amount: 1340411, owner: Stiffyman	
[4/16/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Stiffyman	
[4/16/23 11:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 11:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 11:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/16/23 11:18AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Stiffyman	
[4/16/23 11:18AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Stiffyman	
[4/16/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Stiffyman	
[4/16/23 11:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Stiffyman	
[4/16/23 11:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Stiffyman	
[4/16/23 11:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Stiffyman	
[4/16/23 11:23AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Stiffyman	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 2330796, owner: Stiffyman	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Stiffyman	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Stiffyman	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Stiffyman	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Stiffyman	
[4/16/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Stiffyman	
[4/16/23 11:32AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Stiffyman	
[4/18/23 03:42PM] Player picked up item: Coin, id: 995, amount: 2935942, owner: Stiffyman	
[4/18/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Stiffyman	
[4/19/23 01:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Stiffyman	
[4/23/23 03:51AM] Player picked up item: Onyx Griffin Pet, id: 19486, amount: 1, owner: A Fatality	
[4/23/23 03:52AM] Player picked up item: Onyx Griffin Pet, id: 19486, amount: 1, owner: A Fatality	
[4/23/23 03:52AM] Player picked up item: Onyx Griffin Pet, id: 19486, amount: 1, owner: A Fatality	
[4/23/23 03:52AM] Player picked up item: Lilinryss Pet, id: 19489, amount: 1, owner: A Fatality	
[4/23/23 03:52AM] Player picked up item: Zeidan Grimm Pet, id: 19487, amount: 1, owner: A Fatality	
[4/23/23 03:53AM] Player picked up item: Ag'thomoth Pet, id: 19488, amount: 1, owner: A Fatality	
[4/23/23 03:55AM] Player picked up item: Godly Body, id: 14051, amount: 1, owner: Mustikas	
