[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelly	
[4/15/23 12:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 12:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelly	
[4/15/23 12:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelly	
[4/15/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 12:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:36AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nelly	
[4/15/23 12:36AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Nelly	
[4/15/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Nelly	
[4/15/23 12:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:37AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 12:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelly	
[4/15/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 12:40AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelly	
[4/15/23 12:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 12:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelly	
[4/15/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 12:41AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:47AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelly	
[4/15/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 12:47AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelly	
[4/15/23 12:49AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 12:49AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:50AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 12:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 12:50AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelly	
[4/15/23 12:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelly	
[4/15/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:57AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nelly	
[4/15/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 12:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 12:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 12:57AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 12:59AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Nelly	
[4/15/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 12:59AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Nelly	
[4/15/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 01:00AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nelly	
[4/15/23 01:00AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Nelly	
[4/15/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:04AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Nelly	
[4/15/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:04AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Nelly	
[4/15/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:04AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:09AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:09AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 01:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:10AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:11AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Nelly	
[4/15/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 01:11AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:11AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:12AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Nelly	
[4/15/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:16AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 01:16AM] Player picked up item: Coin, id: 995, amount: 7200, owner: Nelly	
[4/15/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:17AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:19AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:20AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Nelly	
[4/15/23 01:20AM] Player picked up item: Coin, id: 995, amount: 5400, owner: Nelly	
[4/15/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:21AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Coin, id: 995, amount: 5600, owner: Nelly	
[4/15/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nelly	
