[4/17/23 05:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Author	
[4/18/23 12:37PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Author	
[4/18/23 12:37PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Author	
[4/18/23 12:42PM] Player picked up item: Coin, id: 995, amount: 4121803, owner: Author	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 130, owner: Author	
[4/18/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Author	
[4/18/23 12:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Author	
[4/18/23 01:18PM] Player picked up item: Sinful Staff, id: 14377, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Forsaken Boots, id: 14914, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Legs, id: 8818, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Staff, id: 23145, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Staff, id: 23145, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Staff, id: 23145, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Legs, id: 8818, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Body, id: 8817, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Antique Helm, id: 8816, amount: 1, owner: Author	
[4/18/23 01:18PM] Player picked up item: Sinful Gloves, id: 12864, amount: 1, owner: Author	
[4/18/23 01:19PM] Player picked up item: Antique Legs, id: 8818, amount: 1, owner: Author	
[4/18/23 03:48PM] Player picked up item: Gold Helm, id: 11183, amount: 1, owner: Like My Peep	
[4/22/23 05:46PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Author	
[4/24/23 02:33PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/24/23 02:42PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
