[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 02:19PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Yamaha	
[4/21/23 02:20PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Yamaha	
[4/21/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Yamaha	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Yamaha	
[4/21/23 02:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:23PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Yamaha	
[4/21/23 02:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Yamaha	
[4/21/23 02:27PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Yamaha	
[4/21/23 02:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:27PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Yamaha	
[4/21/23 02:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 02:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 02:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 02:32PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Yamaha	
[4/21/23 02:33PM] Player picked up item: Coin, id: 995, amount: 1818480, owner: Yamaha	
[4/21/23 03:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Yamaha	
[4/21/23 03:47PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Yamaha	
[4/21/23 03:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Yamaha	
[4/21/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 03:50PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Yamaha	
[4/21/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 03:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 03:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Yamaha	
[4/21/23 03:52PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Yamaha	
[4/21/23 03:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Yamaha	
[4/21/23 03:53PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Yamaha	
[4/21/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Yamaha	
[4/21/23 03:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Yamaha	
[4/21/23 03:56PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Yamaha	
[4/22/23 04:14AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Yamaha	
