[4/16/23 08:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lootiron	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lootiron	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lootiron	
[4/21/23 08:31AM] Player picked up item: Coin, id: 995, amount: 2432962, owner: Lootiron	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 2101199, owner: Lootiron	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Lootiron	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lootiron	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Lootiron	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lootiron	
[4/21/23 08:34AM] Player picked up item: Coin, id: 995, amount: 1848864, owner: Lootiron	
[4/21/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lootiron	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lootiron	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lootiron	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 3495909, owner: Lootiron	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lootiron	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Lootiron	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lootiron	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lootiron	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lootiron	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 3083353, owner: Lootiron	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 75, owner: Lootiron	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lootiron	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lootiron	
