[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/20/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/20/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/21/23 12:04AM] Player picked up item: Coin, id: 995, amount: 2063000, owner: Shit	
[4/21/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1135873, owner: Shit	
[4/21/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 12:36AM] Player picked up item: Coin, id: 995, amount: 2044993, owner: Shit	
[4/21/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 12:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 01:35AM] Player picked up item: Coin, id: 995, amount: 2423406, owner: Shit	
[4/21/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 2712311, owner: Shit	
[4/21/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 03:35AM] Player picked up item: Coin, id: 995, amount: 1038710, owner: Shit	
[4/21/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 3564353, owner: Shit	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 04:05AM] Player picked up item: Coin, id: 995, amount: 1903965, owner: Shit	
[4/21/23 04:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 04:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 04:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 04:36AM] Player picked up item: Coin, id: 995, amount: 1795149, owner: Shit	
[4/21/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 04:38AM] Player picked up item: Coin, id: 995, amount: 3396935, owner: Shit	
[4/21/23 04:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 04:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/21/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/21/23 06:34AM] Player picked up item: Coin, id: 995, amount: 1695118, owner: Shit	
[4/21/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 06:35AM] Player picked up item: Coin, id: 995, amount: 4312309, owner: Shit	
[4/21/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 1010283, owner: Shit	
[4/21/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 4349289, owner: Shit	
[4/21/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 07:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 07:59AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 08:04AM] Player picked up item: Coin, id: 995, amount: 2397948, owner: Shit	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 3568274, owner: Shit	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shit	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 08:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 08:31AM] Player picked up item: Coin, id: 995, amount: 3512744, owner: Shit	
[4/21/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 3570658, owner: Shit	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 08:34AM] Player picked up item: Coin, id: 995, amount: 1774672, owner: Shit	
[4/21/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 2642950, owner: Shit	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 08:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 3065884, owner: Shit	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shit	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 09:04AM] Player picked up item: Coin, id: 995, amount: 1489606, owner: Shit	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 09:34AM] Player picked up item: Coin, id: 995, amount: 2039297, owner: Shit	
[4/21/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 09:35AM] Player picked up item: Coin, id: 995, amount: 2036989, owner: Shit	
[4/21/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1277612, owner: Shit	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2439881, owner: Shit	
[4/21/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 11:35AM] Player picked up item: Coin, id: 995, amount: 3963978, owner: Shit	
[4/21/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/21/23 11:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/21/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1773917, owner: Shit	
[4/21/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 12:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 12:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 12:09PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 12:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 2008158, owner: Shit	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 12:35PM] Player picked up item: Coin, id: 995, amount: 2705200, owner: Shit	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 12:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/21/23 01:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 01:12PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 09:34PM] Player picked up item: Coin, id: 995, amount: 1451085, owner: Shit	
[4/21/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 09:35PM] Player picked up item: Coin, id: 995, amount: 2123617, owner: Shit	
[4/21/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 09:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 09:59PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 10:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/21/23 10:01PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/21/23 10:04PM] Player picked up item: Coin, id: 995, amount: 1866965, owner: Shit	
[4/21/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 10:33PM] Player picked up item: Coin, id: 995, amount: 1842685, owner: Shit	
[4/21/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/21/23 10:34PM] Player picked up item: Coin, id: 995, amount: 3306412, owner: Shit	
[4/21/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/21/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/21/23 10:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/22/23 01:34AM] Player picked up item: Coin, id: 995, amount: 2212927, owner: Shit	
[4/22/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 01:35AM] Player picked up item: Coin, id: 995, amount: 2602924, owner: Shit	
[4/22/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/22/23 01:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/22/23 01:46AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/22/23 01:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/22/23 01:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/22/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2461946, owner: Shit	
[4/22/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 02:36AM] Player picked up item: Coin, id: 995, amount: 3962137, owner: Shit	
[4/22/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/22/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/22/23 02:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/22/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/22/23 02:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/22/23 04:34AM] Player picked up item: Coin, id: 995, amount: 1477675, owner: Shit	
[4/22/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 04:35AM] Player picked up item: Coin, id: 995, amount: 4484647, owner: Shit	
[4/22/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/22/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/22/23 04:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/22/23 05:04AM] Player picked up item: Coin, id: 995, amount: 1549173, owner: Shit	
[4/22/23 05:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 05:33AM] Player picked up item: Coin, id: 995, amount: 1062748, owner: Shit	
[4/22/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 05:34AM] Player picked up item: Coin, id: 995, amount: 3151546, owner: Shit	
[4/22/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/22/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/22/23 05:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/22/23 05:52AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/22/23 05:53AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/22/23 06:33AM] Player picked up item: Coin, id: 995, amount: 1359961, owner: Shit	
[4/22/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 06:34AM] Player picked up item: Coin, id: 995, amount: 2904693, owner: Shit	
[4/22/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/22/23 06:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/22/23 07:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/22/23 07:37AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/22/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2060454, owner: Shit	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/22/23 08:34AM] Player picked up item: Coin, id: 995, amount: 1897303, owner: Shit	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/22/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/22/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/22/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/22/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/22/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/22/23 10:33AM] Player picked up item: Coin, id: 995, amount: 2282523, owner: Shit	
[4/22/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 10:34AM] Player picked up item: Coin, id: 995, amount: 3859322, owner: Shit	
[4/22/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/22/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/22/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/22/23 10:37AM] Player picked up item: Coin, id: 995, amount: 1954551, owner: Shit	
[4/22/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 11:07AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/22/23 11:07AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/22/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1943893, owner: Shit	
[4/22/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/22/23 11:34AM] Player picked up item: Coin, id: 995, amount: 2104414, owner: Shit	
[4/22/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/22/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shit	
[4/22/23 11:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shit	
[4/22/23 11:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shit	
[4/22/23 11:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shit	
[4/22/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shit	
[4/22/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shit	
[4/22/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shit	
[4/22/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shit	
[4/22/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shit	
[4/22/23 12:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/22/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shit	
[4/22/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shit	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shit	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shit	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shit	
[4/22/23 01:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Shit	
[4/22/23 01:31PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shit	
[4/22/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shit	
[4/22/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shit	
[4/22/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shit	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shit	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Shit	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shit	
[4/23/23 09:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/23/23 09:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/23/23 09:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/23/23 09:44AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/23/23 10:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/23/23 10:53AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/23/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1950615, owner: Shit	
[4/23/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/23/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/23/23 12:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/23/23 12:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/23/23 12:02PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/23/23 12:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/23/23 12:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/23/23 12:04PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/23/23 12:04PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/23/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shit	
[4/23/23 12:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/23/23 12:32PM] Player picked up item: Coin, id: 995, amount: 1155279, owner: Shit	
[4/23/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/23/23 12:33PM] Player picked up item: Coin, id: 995, amount: 4053161, owner: Shit	
[4/23/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
