[4/15/23 02:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 02:47AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Derrusse	
[4/15/23 02:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Derrusse	
[4/15/23 02:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 02:53AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Derrusse	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:03AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Derrusse	
[4/15/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Derrusse	
[4/15/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Derrusse	
[4/15/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Derrusse	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:26AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Derrusse	
[4/15/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Derrusse	
[4/15/23 03:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Derrusse	
