[4/17/23 12:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Griezmanrsps	
[4/17/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Griezmanrsps	
[4/17/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Griezmanrsps	
[4/17/23 01:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Griezmanrsps	
[4/17/23 01:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Griezmanrsps	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Griezmanrsps	
[4/17/23 01:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Griezmanrsps	
[4/17/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Griezmanrsps	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Griezmanrsps	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Griezmanrsps	
[4/17/23 01:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Griezmanrsps	
[4/17/23 01:56AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Griezmanrsps	
[4/17/23 01:56AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Griezmanrsps	
[4/17/23 01:56AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Griezmanrsps	
[4/17/23 02:00AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Griezmanrsps	
[4/17/23 02:02AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Griezmanrsps	
[4/17/23 02:10AM] Player picked up item: Coin, id: 995, amount: 1482628, owner: Griezmanrsps	
[4/17/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Griezmanrsps	
[4/17/23 02:12AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Griezmanrsps	
[4/17/23 02:14AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Griezmanrsps	
[4/17/23 02:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: Griezmanrsps	
[4/17/23 02:14AM] Player picked up item: Coin, id: 995, amount: 900, owner: Griezmanrsps	
[4/17/23 02:15AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Griezmanrsps	
[4/17/23 02:15AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Griezmanrsps	
[4/17/23 02:19AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Griezmanrsps	
[4/17/23 01:18PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Griezmanrsps	
[4/17/23 01:18PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Griezmanrsps	
[4/17/23 01:22PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Griezmanrsps	
[4/17/23 01:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Griezmanrsps	
[4/17/23 01:22PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Griezmanrsps	
[4/17/23 01:22PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Griezmanrsps	
[4/17/23 01:23PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Griezmanrsps	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Griezmanrsps	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Griezmanrsps	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Griezmanrsps	
[4/17/23 01:25PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Griezmanrsps	
[4/17/23 01:25PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Griezmanrsps	
[4/17/23 01:26PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Griezmanrsps	
[4/17/23 01:26PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Griezmanrsps	
[4/17/23 01:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Griezmanrsps	
[4/17/23 01:27PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Griezmanrsps	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 13500, owner: Griezmanrsps	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Griezmanrsps	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Griezmanrsps	
[4/17/23 01:28PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Griezmanrsps	
[4/17/23 01:30PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Griezmanrsps	
[4/17/23 01:30PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Griezmanrsps	
[4/17/23 01:30PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Griezmanrsps	
[4/17/23 01:30PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Griezmanrsps	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Griezmanrsps	
[4/17/23 01:32PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Griezmanrsps	
[4/17/23 01:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Griezmanrsps	
[4/17/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1942423, owner: Griezmanrsps	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Griezmanrsps	
[4/17/23 01:33PM] Player picked up item: Coin, id: 995, amount: 3371223, owner: Griezmanrsps	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Griezmanrsps	
[4/17/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Griezmanrsps	
[4/17/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Griezmanrsps	
[4/17/23 01:52PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Griezmanrsps	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Griezmanrsps	
[4/17/23 01:57PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Griezmanrsps	
[4/17/23 02:02PM] Player picked up item: Coin, id: 995, amount: 1573197, owner: Griezmanrsps	
[4/17/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Griezmanrsps	
[4/17/23 02:05PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Griezmanrsps	
[4/17/23 02:06PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Griezmanrsps	
[4/17/23 02:07PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Griezmanrsps	
[4/17/23 02:07PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Griezmanrsps	
[4/17/23 02:07PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Griezmanrsps	
[4/17/23 02:07PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Griezmanrsps	
[4/17/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Griezmanrsps	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Griezmanrsps	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Griezmanrsps	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Griezmanrsps	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Griezmanrsps	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 2245724, owner: Griezmanrsps	
[4/19/23 01:15PM] Player picked up item: Coin, id: 995, amount: 4403636, owner: Griezmanrsps	
[4/19/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Griezmanrsps	
[4/19/23 01:16PM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: Griezmanrsps	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Griezmanrsps	
[4/19/23 01:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Griezmanrsps	
[4/19/23 01:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Griezmanrsps	
[4/19/23 01:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Griezmanrsps	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Griezmanrsps	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Griezmanrsps	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Griezmanrsps	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Griezmanrsps	
[4/19/23 01:25PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Griezmanrsps	
[4/19/23 01:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Griezmanrsps	
[4/19/23 01:37PM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Griezmanrsps	
[4/19/23 01:38PM] Player picked up item: Aberrant minigun, id: 19135, amount: 1, owner: Griezmanrsps	
[4/19/23 01:39PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Griezmanrsps	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Griezmanrsps	
[4/19/23 01:41PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Griezmanrsps	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 52000, owner: Griezmanrsps	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:42PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Griezmanrsps	
[4/19/23 01:43PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Griezmanrsps	
[4/19/23 01:43PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Griezmanrsps	
[4/19/23 01:43PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Griezmanrsps	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 2387587, owner: Griezmanrsps	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Griezmanrsps	
[4/19/23 01:54PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Griezmanrsps	
[4/19/23 01:55PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Griezmanrsps	
[4/19/23 01:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Griezmanrsps	
[4/19/23 01:58PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Griezmanrsps	
[4/19/23 01:58PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Griezmanrsps	
[4/19/23 01:58PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Griezmanrsps	
[4/19/23 01:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Griezmanrsps	
[4/19/23 01:58PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Griezmanrsps	
[4/19/23 01:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Griezmanrsps	
[4/19/23 02:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Griezmanrsps	
