[4/23/23 09:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suicide	
[4/23/23 11:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Suicide	
[4/23/23 11:41AM] Player picked up item: Coin, id: 995, amount: 24000, owner: Suicide	
[4/23/23 11:41AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suicide	
[4/23/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/25/23 07:28AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Suicide	
[4/25/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suicide	
[4/25/23 07:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Suicide	
[4/25/23 07:32AM] Player picked up item: Coin, id: 995, amount: 1629368, owner: Suicide	
[4/25/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Suicide	
[4/25/23 07:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Suicide	
[4/25/23 07:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Suicide	
[4/25/23 07:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Suicide	
[4/25/23 07:41AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Suicide	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Suicide	
[4/25/23 07:46AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Suicide	
[4/25/23 07:51AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Suicide	
[4/25/23 07:53AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Suicide	
