[4/20/23 11:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Killer Froob	
[4/20/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:20PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Killer Froob	
[4/20/23 11:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Killer Froob	
[4/20/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:26PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Killer Froob	
[4/20/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:34PM] Player picked up item: Coin, id: 995, amount: 1957970, owner: Killer Froob	
[4/20/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killer Froob	
[4/20/23 11:35PM] Player picked up item: Coin, id: 995, amount: 2748281, owner: Killer Froob	
[4/20/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Killer Froob	
[4/20/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Killer Froob	
[4/20/23 11:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Killer Froob	
[4/20/23 11:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killer Froob	
[4/20/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killer Froob	
[4/20/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:42PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Killer Froob	
[4/20/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Killer Froob	
[4/20/23 11:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Killer Froob	
[4/20/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/20/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Killer Froob	
[4/20/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Killer Froob	
[4/20/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Killer Froob	
[4/21/23 12:05AM] Player picked up item: Coin, id: 995, amount: 1048186, owner: Killer Froob	
[4/21/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killer Froob	
[4/21/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Killer Froob	
[4/21/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 12:11AM] Player picked up item: Coin, id: 995, amount: 800, owner: Killer Froob	
[4/21/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killer Froob	
[4/21/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 12:23AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Killer Froob	
[4/21/23 12:31AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Killer Froob	
[4/21/23 12:34AM] Player picked up item: Coin, id: 995, amount: 2078645, owner: Killer Froob	
[4/21/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killer Froob	
[4/21/23 12:36AM] Player picked up item: Coin, id: 995, amount: 3605235, owner: Killer Froob	
[4/21/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Killer Froob	
[4/21/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Killer Froob	
[4/21/23 12:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Killer Froob	
[4/21/23 12:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Killer Froob	
[4/21/23 12:39AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Killer Froob	
[4/21/23 12:41AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killer Froob	
[4/21/23 12:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Killer Froob	
[4/21/23 12:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killer Froob	
[4/21/23 12:44AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killer Froob	
[4/21/23 12:58AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Killer Froob	
[4/21/23 12:59AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Killer Froob	
[4/21/23 01:06AM] Player picked up item: Coin, id: 995, amount: 1537211, owner: Killer Froob	
[4/21/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killer Froob	
[4/21/23 01:07AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Killer Froob	
[4/21/23 01:32AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killer Froob	
[4/21/23 01:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 01:35AM] Player picked up item: Coin, id: 995, amount: 1599175, owner: Killer Froob	
[4/21/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killer Froob	
[4/21/23 01:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Killer Froob	
[4/21/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Killer Froob	
[4/21/23 01:48AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Killer Froob	
[4/21/23 01:49AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Killer Froob	
[4/21/23 02:06AM] Player picked up item: Coin, id: 995, amount: 1887847, owner: Killer Froob	
[4/21/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killer Froob	
[4/21/23 10:28AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Killer Froob	
[4/21/23 11:06AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killer Froob	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Killer Froob	
[4/21/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 11:22AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Killer Froob	
[4/21/23 12:00PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Killer Froob	
[4/21/23 12:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killer Froob	
[4/21/23 12:12PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Killer Froob	
[4/21/23 12:15PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Killer Froob	
[4/21/23 12:16PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Killer Froob	
[4/21/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 12:19PM] Player picked up item: Nagi Body, id: 21063, amount: 1, owner: Killer Froob	
[4/21/23 12:30PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:41PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:42PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:47PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:54PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 01:08PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Killer Froob	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Killer Froob	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Killer Froob	
[4/21/23 01:32PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killer Froob	
[4/21/23 01:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killer Froob	
[4/21/23 02:02PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Killer Froob	
[4/21/23 02:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killer Froob	
[4/21/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killer Froob	
[4/21/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 02:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killer Froob	
[4/21/23 02:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Killer Froob	
[4/21/23 02:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 02:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 02:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 02:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 02:52PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Killer Froob	
[4/21/23 02:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killer Froob	
[4/21/23 03:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 03:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 03:46PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Killer Froob	
[4/21/23 03:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
[4/21/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killer Froob	
[4/21/23 03:49PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Killer Froob	
[4/21/23 03:49PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Killer Froob	
[4/21/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Killer Froob	
