[4/17/23 10:48AM] Player picked up item: Coin, id: 995, amount: 100, owner: Elcf	
[4/17/23 11:42AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Elcf	
[4/17/23 11:43AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Elcf	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Elcf	
[4/17/23 11:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Elcf	
[4/17/23 11:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Elcf	
[4/17/23 11:50AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Elcf	
[4/17/23 11:51AM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Elcf	
[4/17/23 11:51AM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Elcf	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Elcf	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Elcf	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Elcf	
[4/21/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Elcf	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 1546245, owner: Elcf	
[4/21/23 01:13PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Elcf	
[4/21/23 01:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Elcf	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Elcf	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Elcf	
[4/21/23 01:34PM] Player picked up item: Coin, id: 995, amount: 1824695, owner: Elcf	
[4/21/23 01:35PM] Player picked up item: Coin, id: 995, amount: 2931610, owner: Elcf	
[4/21/23 01:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Elcf	
[4/21/23 02:01PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Elcf	
[4/21/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1206158, owner: Elcf	
[4/24/23 10:46AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Iron Life	
