[4/19/23 01:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Miko	
[4/19/23 02:04PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Miko	
[4/19/23 02:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Miko	
[4/19/23 02:10PM] Player picked up item: Coin, id: 995, amount: 800, owner: Miko	
[4/19/23 02:12PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Miko	
[4/19/23 02:12PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Miko	
[4/19/23 02:13PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Miko	
[4/19/23 02:15PM] Player picked up item: Coin, id: 995, amount: 1128961, owner: Miko	
[4/19/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Miko	
[4/19/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Miko	
[4/19/23 02:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Miko	
[4/19/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Miko	
[4/19/23 02:20PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Miko	
[4/19/23 02:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Miko	
[4/19/23 02:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Miko	
[4/19/23 02:23PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Miko	
