[4/21/23 04:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Infinitey	
[4/21/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Infinitey	
[4/21/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:15AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Infinitey	
[4/21/23 05:15AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Infinitey	
[4/21/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Infinitey	
[4/21/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Infinitey	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Infinitey	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Infinitey	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 05:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:43AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Infinitey	
[4/21/23 05:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Infinitey	
[4/21/23 05:59AM] Player picked up item: Coin, id: 995, amount: 500, owner: Infinitey	
[4/21/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Infinitey	
[4/21/23 06:00AM] Player picked up item: Coin, id: 995, amount: 500, owner: Infinitey	
[4/21/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Infinitey	
[4/21/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Infinitey	
[4/21/23 06:01AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Infinitey	
[4/21/23 06:01AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Infinitey	
[4/21/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 06:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Infinitey	
[4/21/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
[4/21/23 06:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Infinitey	
[4/21/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Infinitey	
