[4/16/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/17/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ra	
[4/17/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2262939, owner: Ra	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ra	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Ra	
[4/17/23 04:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ra	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ra	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ra	
[4/17/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ra	
[4/17/23 05:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ra	
[4/17/23 05:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ra	
[4/18/23 04:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ra	
[4/18/23 04:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ra	
[4/18/23 05:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 05:22AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ra	
[4/18/23 04:35PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ra	
[4/18/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:37PM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Ra	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ra	
[4/18/23 04:38PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/18/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ra	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 1718190, owner: Ra	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ra	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ra	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ra	
[4/19/23 05:24PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ra	
[4/19/23 05:24PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ra	
[4/19/23 05:25PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ra	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/21/23 11:55PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ra	
[4/21/23 11:55PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Ra	
[4/22/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ra	
[4/22/23 06:09PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Ra	
[4/22/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ra	
[4/22/23 06:17PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ra	
[4/22/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ra	
[4/22/23 06:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ra	
[4/22/23 06:31PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Ra	
[4/22/23 06:31PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Ra	
[4/22/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ra	
