[4/18/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reptile25	
[4/18/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reptile25	
[4/18/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:27PM] Player picked up item: Blurite Katana, id: 14484, amount: 1, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 155, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Blurite Staff, id: 22174, amount: 1, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: I Love You	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Reptile25	
[4/18/23 04:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Reptile25	
[4/18/23 04:56PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 04:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 04:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Reptile25	
[4/18/23 05:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Reptile25	
[4/18/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/18/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Reptile25	
[4/20/23 01:09PM] Player picked up item: Saint Body, id: 21029, amount: 1, owner: Reptile25	
[4/24/23 05:13PM] Player picked up item: Antique Helm, id: 8816, amount: 1, owner: Reptile25	
