[4/16/23 08:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/16/23 10:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/16/23 10:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 08:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 08:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 08:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dontbicme	
[4/17/23 08:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dontbicme	
[4/17/23 09:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Dontbicme	
[4/17/23 09:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dontbicme	
[4/17/23 09:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 09:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/17/23 09:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 09:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dontbicme	
[4/17/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dontbicme	
[4/17/23 09:08PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dontbicme	
[4/17/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dontbicme	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dontbicme	
[4/17/23 09:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dontbicme	
[4/17/23 09:29PM] Player picked up item: Coin, id: 995, amount: 2017434, owner: Dontbicme	
[4/17/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dontbicme	
