[4/17/23 11:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Coin, id: 995, amount: 600, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Coin, id: 995, amount: 900, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/17/23 11:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Coin, id: 995, amount: 300, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Coin, id: 995, amount: 600, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Coin, id: 995, amount: 900, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Coin, id: 995, amount: 900, owner: Struttingant	
[4/18/23 12:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Struttingant	
[4/18/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Struttingant	
[4/18/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Struttingant	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Coin, id: 995, amount: 800, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Coin, id: 995, amount: 800, owner: Struttingant	
[4/18/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:08AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Struttingant	
[4/18/23 12:08AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Struttingant	
[4/18/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:08AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Struttingant	
[4/18/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/18/23 12:08AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Struttingant	
[4/18/23 12:08AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Struttingant	
[4/18/23 12:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Struttingant	
[4/18/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Struttingant	
[4/18/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Struttingant	
[4/18/23 12:09AM] Player picked up item: Coin, id: 995, amount: 500, owner: Struttingant	
[4/18/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Struttingant	
[4/18/23 12:10AM] Player picked up item: Coin, id: 995, amount: 500, owner: Struttingant	
[4/18/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:10AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Struttingant	
[4/18/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Struttingant	
[4/18/23 12:11AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Struttingant	
[4/18/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Struttingant	
[4/18/23 12:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Struttingant	
[4/18/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Struttingant	
[4/18/23 12:11AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Struttingant	
[4/18/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: Struttingant	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Struttingant	
[4/18/23 12:13AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Struttingant	
[4/18/23 12:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Struttingant	
[4/18/23 12:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Struttingant	
[4/18/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Struttingant	
