[4/16/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tinelf	
[4/16/23 11:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Tinelf	
[4/16/23 11:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tinelf	
[4/16/23 11:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tinelf	
[4/16/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tinelf	
[4/16/23 11:31AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tinelf	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tinelf	
[4/16/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tinelf	
[4/16/23 01:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tinelf	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tinelf	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tinelf	
[4/16/23 01:02PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Tinelf	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tinelf	
[4/16/23 01:09PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Tinelf	
[4/16/23 01:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tinelf	
[4/16/23 01:58PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tinelf	
[4/16/23 01:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tinelf	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tinelf	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tinelf	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tinelf	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tinelf	
[4/16/23 02:06PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Tinelf	
[4/16/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tinelf	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tinelf	
[4/16/23 02:15PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Tinelf	
[4/16/23 02:16PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tinelf	
[4/16/23 02:20PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Tinelf	
[4/16/23 02:22PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tinelf	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tinelf	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 2049464, owner: Tinelf	
[4/16/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tinelf	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 4186224, owner: Tinelf	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tinelf	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Tinelf	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tinelf	
[4/17/23 02:23PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Tinelf	
[4/17/23 03:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tinelf	
[4/17/23 03:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Tinelf	
[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 2483974, owner: Tinelf	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tinelf	
[4/17/23 03:05PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Tinelf	
[4/17/23 03:08PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Tinelf	
[4/17/23 03:09PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Tinelf	
[4/17/23 04:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tinelf	
[4/17/23 04:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tinelf	
[4/23/23 04:42PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Tinelf	
