[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Light	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Light	
[4/15/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Don Chapo	
[4/15/23 09:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Light	
[4/15/23 09:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Light	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Light	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Light	
[4/15/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 09:22AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Light	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Light	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 2323456, owner: Light	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Light	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Light	
[4/15/23 09:33AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Light	
[4/15/23 09:35AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Creation	
[4/15/23 09:35AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Creation	
[4/15/23 09:49AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Light	
[4/15/23 09:59AM] Player picked up item: Coin, id: 995, amount: 1331024, owner: Light	
[4/15/23 09:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Light	
[4/15/23 10:07AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Light	
[4/15/23 10:15AM] Player picked up item: Aberrant Ring, id: 8335, amount: 1, owner: Light	
[4/15/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Light	
[4/15/23 11:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Light	
[4/15/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Light	
[4/15/23 11:29AM] Player picked up item: Coin, id: 995, amount: 4403370, owner: Light	
[4/15/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Light	
[4/15/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1164697, owner: Light	
[4/15/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Light	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1463739, owner: Light	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Light	
[4/15/23 02:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Light	
[4/15/23 02:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Light	
[4/15/23 02:26PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Light	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Light	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 4432108, owner: Light	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Light	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Light	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Light	
[4/15/23 02:36PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Light	
[4/15/23 02:53PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Light	
[4/15/23 02:54PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Light	
[4/15/23 02:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Light	
[4/15/23 02:55PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Light	
[4/15/23 02:55PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Light	
[4/15/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Light	
[4/15/23 03:00PM] Player picked up item: Coin, id: 995, amount: 2408610, owner: Light	
[4/15/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Light	
[4/15/23 03:28PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Light	
[4/15/23 03:28PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Light	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 2081677, owner: Light	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Light	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Light	
[4/15/23 03:36PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Light	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Light	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Light	
[4/15/23 03:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Light	
[4/15/23 03:38PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Light	
[4/15/23 03:38PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Light	
[4/15/23 03:45PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Light	
[4/15/23 03:45PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Light	
[4/15/23 03:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Light	
[4/15/23 03:54PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Light	
[4/15/23 03:54PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Light	
[4/15/23 03:54PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Light	
[4/15/23 03:56PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Light	
[4/15/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Light	
[4/15/23 03:58PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Light	
[4/15/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Light	
[4/15/23 03:59PM] Player picked up item: Coin, id: 995, amount: 2209118, owner: Light	
[4/15/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Light	
[4/15/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Light	
[4/15/23 04:11PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Light	
[4/15/23 04:18PM] Player picked up item: DR Potion (Divine), id: 3088, amount: 1, owner: Light	
[4/15/23 04:19PM] Player picked up item: Nagi Helm, id: 21062, amount: 1, owner: Light	
[4/15/23 04:28PM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Light	
[4/15/23 05:18PM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Light	
[4/16/23 09:03AM] Player picked up item: Antique Staff, id: 23145, amount: 1, owner: Light	
[4/17/23 04:31AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Light	
[4/17/23 04:31AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Light	
[4/17/23 04:31AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Light	
[4/17/23 04:31AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Light	
[4/17/23 04:53AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Light	
[4/17/23 04:54AM] Player picked up item: Bullfrog Legs, id: 1011, amount: 1, owner: Light	
[4/18/23 08:30AM] Player picked up item: Godly Legs, id: 14052, amount: 1, owner: Light	
[4/18/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Aspas	
[4/18/23 01:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Aspas	
[4/20/23 06:06PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Light	
[4/22/23 07:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Light	
[4/22/23 07:37AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Light	
