[4/19/23 01:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zain	
[4/19/23 01:18AM] Player picked up item: Coin, id: 995, amount: 400, owner: Zain	
[4/19/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zain	
[4/19/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zain	
[4/19/23 01:41AM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Zain	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zain	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zain	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Zain	
[4/20/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zain	
[4/20/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zain	
[4/20/23 01:36AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Zain	
[4/20/23 01:40AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Hubby	
