[4/21/23 05:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Iron Peep	
[4/21/23 05:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Peep	
[4/21/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:25AM] Player picked up item: Blurite Katana, id: 14484, amount: 1, owner: Iron Peep	
[4/21/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:34AM] Player picked up item: Coin, id: 995, amount: 1176367, owner: Iron Peep	
[4/21/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Peep	
[4/21/23 05:35AM] Player picked up item: Coin, id: 995, amount: 2940855, owner: Iron Peep	
[4/21/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Peep	
[4/21/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Peep	
[4/21/23 05:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Peep	
[4/21/23 05:48AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Peep	
[4/21/23 05:50AM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Peep	
[4/21/23 05:51AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Iron Peep	
[4/21/23 05:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Iron Peep	
[4/21/23 05:58AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Peep	
[4/21/23 05:59AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Peep	
[4/21/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 05:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:00AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Peep	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Peep	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Peep	
[4/21/23 06:01AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Peep	
[4/21/23 06:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:04AM] Player picked up item: Coin, id: 995, amount: 1986922, owner: Iron Peep	
[4/21/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Peep	
[4/21/23 06:05AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Iron Peep	
[4/21/23 06:08AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Iron Peep	
[4/21/23 06:08AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Iron Peep	
[4/21/23 06:08AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Iron Peep	
[4/21/23 06:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Iron Peep	
[4/21/23 06:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:10AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Iron Peep	
[4/21/23 06:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 06:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Peep	
[4/21/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Peep	
[4/21/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Peep	
[4/21/23 07:04AM] Player picked up item: Coin, id: 995, amount: 1014343, owner: Iron Peep	
[4/21/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Peep	
[4/21/23 07:10AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Peep	
[4/21/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Peep	
[4/21/23 07:34AM] Player picked up item: Coin, id: 995, amount: 2021718, owner: Iron Peep	
[4/21/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Peep	
[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 4476492, owner: Iron Peep	
[4/21/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Peep	
