[4/18/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:20PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Dwightshrute	
[4/18/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:21PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Dwightshrute	
[4/18/23 07:21PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dwightshrute	
[4/18/23 07:21PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dwightshrute	
[4/18/23 07:21PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Dwightshrute	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dwightshrute	
[4/18/23 07:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dwightshrute	
[4/18/23 07:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:26PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Dwightshrute	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:38PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dwightshrute	
[4/18/23 07:38PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dwightshrute	
[4/18/23 07:43PM] Player picked up item: Coin, id: 995, amount: 2374528, owner: Dwightshrute	
[4/18/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Dwightshrute	
[4/18/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Dwightshrute	
[4/18/23 07:44PM] Player picked up item: Coin, id: 995, amount: 4178511, owner: Dwightshrute	
[4/18/23 07:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dwightshrute	
[4/18/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Dwightshrute	
[4/18/23 07:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dwightshrute	
[4/18/23 07:53PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dwightshrute	
[4/18/23 07:53PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dwightshrute	
[4/18/23 07:54PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Dwightshrute	
[4/18/23 07:54PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dwightshrute	
[4/18/23 07:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dwightshrute	
[4/18/23 07:54PM] Player picked up item: Coin, id: 995, amount: 700, owner: Dwightshrute	
[4/18/23 07:55PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dwightshrute	
[4/18/23 07:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dwightshrute	
[4/18/23 07:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dwightshrute	
[4/18/23 07:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dwightshrute	
[4/18/23 07:56PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Dwightshrute	
[4/18/23 07:56PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Coin, id: 995, amount: 800, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dwightshrute	
[4/18/23 07:57PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dwightshrute	
[4/18/23 07:58PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dwightshrute	
[4/18/23 07:59PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Dwightshrute	
[4/18/23 07:59PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Dwightshrute	
[4/18/23 07:59PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dwightshrute	
[4/18/23 07:59PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Dwightshrute	
[4/18/23 08:00PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Dwightshrute	
[4/18/23 08:00PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dwightshrute	
[4/18/23 08:00PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dwightshrute	
[4/18/23 08:00PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dwightshrute	
[4/18/23 08:02PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dwightshrute	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dwightshrute	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dwightshrute	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dwightshrute	
[4/18/23 08:05PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dwightshrute	
[4/18/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dwightshrute	
[4/18/23 08:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dwightshrute	
[4/18/23 08:07PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dwightshrute	
[4/18/23 08:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/18/23 08:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dwightshrute	
[4/19/23 11:38AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dwightshrute	
[4/19/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dwightshrute	
[4/19/23 11:41AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dwightshrute	
[4/19/23 11:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dwightshrute	
[4/19/23 11:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dwightshrute	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dwightshrute	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dwightshrute	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dwightshrute	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Dwightshrute	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dwightshrute	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dwightshrute	
