[4/20/23 05:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dank Magic	
[4/20/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dank Magic	
[4/20/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dank Magic	
[4/20/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dank Magic	
[4/20/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dank Magic	
[4/20/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:32AM] Player picked up item: Coin, id: 995, amount: 900, owner: Dank Magic	
[4/20/23 05:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dank Magic	
[4/20/23 05:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dank Magic	
[4/20/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dank Magic	
[4/20/23 05:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:34AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dank Magic	
[4/20/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:35AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dank Magic	
[4/20/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dank Magic	
[4/20/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:45AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dank Magic	
[4/20/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dank Magic	
[4/20/23 05:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 05:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dank Magic	
[4/20/23 05:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dank Magic	
[4/20/23 05:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dank Magic	
[4/20/23 05:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dank Magic	
[4/20/23 05:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dank Magic	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dank Magic	
[4/20/23 06:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dank Magic	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dank Magic	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Dank Magic	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Dank Magic	
[4/20/23 06:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Dank Magic	
[4/20/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 06:21AM] Player picked up item: Coin, id: 995, amount: 2052233, owner: Dank Magic	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dank Magic	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 2067615, owner: Dank Magic	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dank Magic	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Dank Magic	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Dank Magic	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dank Magic	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dank Magic	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1334599, owner: Dank Magic	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dank Magic	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dank Magic	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dank Magic	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dank Magic	
[4/20/23 06:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dank Magic	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dank Magic	
[4/20/23 06:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dank Magic	
[4/20/23 06:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dank Magic	
[4/20/23 06:56AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dank Magic	
[4/20/23 06:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dank Magic	
[4/20/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dank Magic	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dank Magic	
[4/20/23 06:59AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:01AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dank Magic	
[4/20/23 07:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dank Magic	
[4/20/23 07:02AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dank Magic	
[4/20/23 07:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:07AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dank Magic	
[4/20/23 07:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:09AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dank Magic	
[4/20/23 07:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:12AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Dank Magic	
[4/20/23 07:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dank Magic	
[4/20/23 07:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dank Magic	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dank Magic	
[4/20/23 07:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dank Magic	
[4/20/23 07:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 07:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:19AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dank Magic	
[4/20/23 07:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dank Magic	
[4/20/23 07:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:20AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Dank Magic	
[4/20/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dank Magic	
[4/20/23 07:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dank Magic	
[4/20/23 07:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dank Magic	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Dank Magic	
[4/20/23 07:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:29AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dank Magic	
[4/20/23 07:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dank Magic	
[4/20/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dank Magic	
[4/20/23 07:31AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Dank Magic	
