[4/17/23 11:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Just Kirbs	
[4/18/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Just Kirbs	
[4/18/23 12:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Just Kirbs	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Just Kirbs	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Just Kirbs	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Just Kirbs	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Just Kirbs	
[4/18/23 12:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Just Kirbs	
[4/18/23 12:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Just Kirbs	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 2438604, owner: Just Kirbs	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Just Kirbs	
[4/18/23 12:15AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Just Kirbs	
[4/18/23 12:16AM] Player picked up item: Coin, id: 995, amount: 700, owner: Just Kirbs	
[4/18/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Just Kirbs	
[4/18/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Just Kirbs	
[4/18/23 12:16AM] Player picked up item: Coin, id: 995, amount: 700, owner: Just Kirbs	
[4/18/23 12:16AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Just Kirbs	
[4/18/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Just Kirbs	
[4/18/23 12:16AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Just Kirbs	
[4/18/23 12:17AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Just Kirbs	
[4/18/23 12:17AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Just Kirbs	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Just Kirbs	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 700, owner: Just Kirbs	
[4/18/23 12:18AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Just Kirbs	
[4/18/23 12:20AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Just Kirbs	
[4/18/23 12:25AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Just Kirbs	
[4/18/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Just Kirbs	
[4/18/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Just Kirbs	
[4/18/23 12:31AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Just Kirbs	
[4/18/23 12:31AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Just Kirbs	
[4/18/23 12:31AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Just Kirbs	
[4/18/23 12:31AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Just Kirbs	
[4/18/23 12:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Just Kirbs	
[4/18/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Just Kirbs	
[4/18/23 12:42AM] Player picked up item: Coin, id: 995, amount: 3979233, owner: Just Kirbs	
[4/18/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Just Kirbs	
[4/18/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Just Kirbs	
[4/18/23 12:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Just Kirbs	
[4/18/23 12:45AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Just Kirbs	
[4/18/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Just Kirbs	
[4/18/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Just Kirbs	
[4/18/23 12:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Just Kirbs	
[4/18/23 12:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Just Kirbs	
[4/18/23 12:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Just Kirbs	
[4/18/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Just Kirbs	
[4/18/23 12:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Just Kirbs	
[4/18/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 5271, owner: Just Kirbs	
[4/22/23 09:20AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Just Kirbs	
