[4/15/23 07:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:08AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Tarnow	
[4/15/23 07:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Vial, id: 229, amount: 1, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Tarnow	
[4/15/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:24AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:32AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Tarnow	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:44AM] Player picked up item: Coin, id: 995, amount: 1244843, owner: Tarnow	
[4/15/23 07:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tarnow	
[4/15/23 07:46AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 07:54AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:54AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:54AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:55AM] Player picked up item: Coin, id: 995, amount: 500, owner: Tarnow	
[4/15/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tarnow	
[4/15/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Tarnow	
[4/15/23 07:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
[4/15/23 07:59AM] Player picked up item: Coin, id: 995, amount: 1202304, owner: Tarnow	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Tarnow	
[4/15/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tarnow	
[4/15/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tarnow	
