[4/20/23 11:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Buff	
[4/20/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/20/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/20/23 11:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Buff	
[4/20/23 12:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: Buff	
[4/20/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/20/23 12:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/20/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/20/23 12:12PM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/20/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/20/23 12:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/20/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/20/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/20/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/20/23 12:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/20/23 12:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/20/23 12:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/20/23 12:20PM] Player picked up item: Coin, id: 995, amount: 2444521, owner: Buff	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/20/23 12:21PM] Player picked up item: Coin, id: 995, amount: 2690350, owner: Buff	
[4/20/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Buff	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Buff	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Buff	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Buff	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Buff	
[4/22/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/22/23 01:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/22/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/22/23 02:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/22/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 02:05AM] Player picked up item: Coin, id: 995, amount: 1002269, owner: Buff	
[4/22/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/22/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/22/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Buff	
[4/22/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:13AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Buff	
[4/22/23 02:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:15AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Buff	
[4/22/23 02:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:18AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Buff	
[4/22/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 02:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Buff	
[4/22/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 02:29AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 02:29AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 02:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 02:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 02:31AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 02:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 02:32AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 02:35AM] Player picked up item: Coin, id: 995, amount: 2321228, owner: Buff	
[4/22/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 02:36AM] Player picked up item: Coin, id: 995, amount: 4410155, owner: Buff	
[4/22/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Buff	
[4/22/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Buff	
[4/22/23 02:37AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Buff	
[4/22/23 02:39AM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Buff	
[4/22/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Buff	
[4/22/23 02:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Buff	
[4/22/23 02:42AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 02:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 02:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 02:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 02:44AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 03:08AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Buff	
[4/22/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Buff	
[4/22/23 03:08AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 03:08AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 03:08AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 03:17AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 03:17AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 03:31AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 03:31AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 03:31AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 09:51AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Buff	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 09:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 09:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 09:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 09:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 09:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Buff	
[4/22/23 09:54AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Buff	
[4/22/23 09:55AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 09:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Buff	
[4/22/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Buff	
[4/22/23 09:58AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Buff	
[4/22/23 10:00AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Buff	
[4/22/23 10:00AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Buff	
[4/22/23 10:00AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Buff	
[4/22/23 10:02AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Buff	
[4/22/23 10:02AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Buff	
[4/22/23 10:03AM] Player picked up item: Coin, id: 995, amount: 2073638, owner: Buff	
[4/22/23 10:03AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Buff	
[4/22/23 10:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 10:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 10:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 10:12AM] Player picked up item: Coin, id: 995, amount: 700, owner: Buff	
[4/22/23 10:13AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Buff	
[4/22/23 10:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:19AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 10:20AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Buff	
[4/22/23 10:20AM] Player picked up item: Coin, id: 995, amount: 5400, owner: Buff	
[4/22/23 10:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Buff	
[4/22/23 10:24AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Buff	
[4/22/23 10:26AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Buff	
[4/22/23 10:26AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:26AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Buff	
[4/22/23 10:26AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Buff	
[4/22/23 10:26AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Buff	
[4/22/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 10:28AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Buff	
[4/22/23 10:28AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Buff	
[4/22/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:28AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Buff	
[4/22/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:29AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Buff	
[4/22/23 10:29AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 10:30AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Buff	
[4/22/23 10:31AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Buff	
[4/22/23 10:31AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Buff	
[4/22/23 10:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:31AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Buff	
[4/22/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 10:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Buff	
[4/22/23 10:32AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Buff	
[4/22/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Buff	
[4/22/23 10:34AM] Player picked up item: Coin, id: 995, amount: 4346229, owner: Buff	
[4/22/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Buff	
[4/22/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Buff	
[4/22/23 10:37AM] Player picked up item: Coin, id: 995, amount: 2382453, owner: Buff	
[4/22/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Buff	
[4/22/23 10:38AM] Player picked up item: Coin, id: 995, amount: 4343985, owner: Buff	
[4/22/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Buff	
[4/22/23 10:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Buff	
[4/22/23 10:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Buff	
[4/22/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Buff	
[4/22/23 10:42AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Buff	
[4/22/23 10:44AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Buff	
[4/22/23 10:45AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:49AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Buff	
[4/22/23 10:49AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Buff	
[4/22/23 10:50AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Buff	
[4/22/23 10:51AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:51AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:53AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:53AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 10:55AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Buff	
[4/22/23 10:58AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Buff	
[4/22/23 11:03AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Buff	
[4/22/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1329950, owner: Buff	
[4/22/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 11:12AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 11:12AM] Player picked up item: Coin, id: 995, amount: 900, owner: Buff	
[4/22/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 11:17AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Buff	
[4/22/23 11:17AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Buff	
[4/22/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Buff	
[4/22/23 11:17AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Buff	
[4/22/23 11:21AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Buff	
[4/22/23 11:21AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Buff	
[4/22/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Buff	
[4/22/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 11:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Buff	
[4/22/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 11:27AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 11:28AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Buff	
[4/22/23 11:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 11:31AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Buff	
[4/22/23 11:31AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Buff	
[4/22/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1278414, owner: Buff	
[4/22/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 11:34AM] Player picked up item: Coin, id: 995, amount: 2123590, owner: Buff	
[4/22/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Buff	
[4/22/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Buff	
[4/22/23 11:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Buff	
[4/22/23 11:39AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Buff	
[4/22/23 11:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 11:50AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Buff	
[4/22/23 11:51AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Buff	
[4/22/23 11:56AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Buff	
[4/22/23 11:57AM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Buff	
[4/22/23 11:57AM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Buff	
[4/22/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Buff	
[4/22/23 11:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Buff	
[4/22/23 11:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Buff	
[4/22/23 12:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Buff	
[4/22/23 12:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 12:04PM] Player picked up item: Coin, id: 995, amount: 2227293, owner: Buff	
[4/22/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 12:05PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Buff	
[4/22/23 12:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 12:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 12:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 12:07PM] Player picked up item: Coin, id: 995, amount: 1713335, owner: Buff	
[4/22/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1414874, owner: Buff	
[4/22/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2076944, owner: Buff	
[4/22/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Buff	
[4/22/23 12:10PM] Player picked up item: Coin, id: 995, amount: 2338248, owner: Buff	
[4/22/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3305549, owner: Buff	
[4/22/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Buff	
[4/22/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Buff	
[4/22/23 12:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Buff	
[4/22/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Buff	
[4/22/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Buff	
[4/22/23 12:14PM] Player picked up item: $10 Bond, id: 23057, amount: 2, owner: Buff	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Buff	
