[4/16/23 05:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mondo	
[4/16/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:31PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mondo	
[4/16/23 06:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:47PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Mondo	
[4/16/23 06:48PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:48PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 06:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 06:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:52PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:52PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mondo	
[4/16/23 06:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mondo	
[4/16/23 06:55PM] Player picked up item: Coin, id: 995, amount: 2307550, owner: Mondo	
[4/16/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Mondo	
[4/16/23 06:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:57PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Mondo	
[4/16/23 06:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 06:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mondo	
[4/16/23 06:58PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Mondo	
[4/16/23 06:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:00PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mondo	
[4/16/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 07:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mondo	
[4/16/23 07:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mondo	
[4/16/23 07:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mondo	
[4/16/23 07:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:04PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mondo	
[4/16/23 07:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/16/23 07:05PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Mondo	
[4/16/23 07:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mondo	
[4/16/23 07:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mondo	
[4/16/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/17/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mondo	
[4/18/23 09:29AM] Player picked up item: Forsaken Gloves, id: 14913, amount: 1, owner: Mondo	
[4/19/23 12:39PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mondo	
[4/19/23 01:06PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Mondo	
