[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nobledefeat	
[4/17/23 12:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nobledefeat	
[4/17/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:43PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:50PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Nobledefeat	
[4/17/23 12:50PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nobledefeat	
[4/17/23 12:50PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Nobledefeat	
[4/17/23 12:50PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Nobledefeat	
[4/17/23 12:50PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Nobledefeat	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nobledefeat	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nobledefeat	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Nobledefeat	
[4/17/23 12:55PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nobledefeat	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nobledefeat	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Nobledefeat	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 15, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 12:58PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 01:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:01PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Nobledefeat	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nobledefeat	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 16, owner: Nobledefeat	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 15, owner: Nobledefeat	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Nobledefeat	
[4/17/23 01:03PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Nobledefeat	
[4/17/23 01:03PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Nobledefeat	
[4/17/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nobledefeat	
[4/17/23 01:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Nobledefeat	
[4/17/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 01:18PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nobledefeat	
[4/17/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nobledefeat	
[4/17/23 01:21PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nobledefeat	
[4/17/23 01:21PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Nobledefeat	
[4/17/23 01:21PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nobledefeat	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 4200, owner: Nobledefeat	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nobledefeat	
[4/17/23 01:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:25PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nobledefeat	
[4/17/23 01:27PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Nobledefeat	
[4/17/23 01:27PM] Player picked up item: Coin, id: 995, amount: 700, owner: Nobledefeat	
[4/17/23 01:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Nobledefeat	
[4/17/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nobledefeat	
[4/17/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nobledefeat	
[4/17/23 01:31PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nobledefeat	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nobledefeat	
[4/17/23 01:31PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nobledefeat	
[4/17/23 01:31PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Nobledefeat	
[4/17/23 01:33PM] Player picked up item: Coin, id: 995, amount: 2032336, owner: Nobledefeat	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nobledefeat	
[4/17/23 01:35PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nobledefeat	
[4/17/23 01:35PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nobledefeat	
[4/17/23 01:35PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Nobledefeat	
[4/17/23 01:36PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nobledefeat	
[4/17/23 01:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nobledefeat	
[4/17/23 01:40PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nobledefeat	
[4/17/23 01:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:46PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:46PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Nobledefeat	
[4/17/23 01:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nobledefeat	
[4/17/23 01:47PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:47PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 01:47PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nobledefeat	
[4/17/23 01:48PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Nobledefeat	
[4/17/23 01:49PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Nobledefeat	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nobledefeat	
[4/17/23 01:49PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Nobledefeat	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nobledefeat	
[4/17/23 01:50PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nobledefeat	
[4/17/23 01:50PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nobledefeat	
[4/17/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 01:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nobledefeat	
[4/17/23 01:54PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nobledefeat	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:55PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nobledefeat	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 01:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nobledefeat	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 01:59PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Nobledefeat	
[4/17/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 02:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 02:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 02:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 02:02PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nobledefeat	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nobledefeat	
[4/17/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 02:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 02:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nobledefeat	
[4/17/23 03:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nobledefeat	
[4/17/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 03:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 03:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:49PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Nobledefeat	
[4/17/23 03:49PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Nobledefeat	
[4/17/23 03:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 03:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:55PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nobledefeat	
[4/17/23 03:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nobledefeat	
[4/17/23 03:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 03:57PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Nobledefeat	
[4/17/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 03:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nobledefeat	
[4/17/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nobledefeat	
[4/17/23 04:01PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Nobledefeat	
[4/17/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1509963, owner: Nobledefeat	
[4/17/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 04:22PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Nobledefeat	
[4/17/23 04:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nobledefeat	
[4/17/23 04:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 04:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nobledefeat	
[4/17/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nobledefeat	
[4/17/23 04:23PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nobledefeat	
[4/18/23 03:45PM] Player picked up item: Death Box, id: 14490, amount: 1, owner: Onlyfans	
[4/23/23 12:43AM] Player picked up item: Tyrant Boots, id: 14198, amount: 1, owner: Nobledefeat	
