[4/16/23 08:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Time	
[4/17/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Time	
[4/17/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Time	
[4/17/23 01:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Time	
[4/17/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Time	
[4/17/23 01:51AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Time	
[4/17/23 01:51AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Time	
[4/17/23 02:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Time	
[4/17/23 02:00AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Time	
[4/22/23 08:27AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Zaryte	
[4/22/23 07:41PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Loot	
