[4/15/23 10:20AM] Player picked up item: Coin, id: 995, amount: 100, owner: Smooth	
[4/15/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Coin, id: 995, amount: 800, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:42AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Smooth	
[4/15/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:50AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 10:56AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 10:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Smooth	
[4/15/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smooth	
[4/15/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smooth	
[4/15/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smooth	
[4/15/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smooth	
[4/15/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smooth	
[4/15/23 12:20PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Smooth	
[4/15/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smooth	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smooth	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smooth	
[4/15/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smooth	
