[4/16/23 11:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Hyena	
[4/16/23 11:50AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Hyena	
[4/16/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hyena	
[4/16/23 11:50AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hyena	
[4/16/23 11:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Hyena	
[4/16/23 11:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Coin, id: 995, amount: 900, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 11:52AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Hyena	
[4/16/23 11:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Hyena	
[4/16/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 11:53AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hyena	
[4/16/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hyena	
[4/16/23 11:53AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Hyena	
[4/16/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hyena	
[4/16/23 11:54AM] Player picked up item: Coin, id: 995, amount: 2448037, owner: Hyena	
[4/16/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hyena	
[4/16/23 11:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Hyena	
[4/16/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 11:55AM] Player picked up item: Coin, id: 995, amount: 900, owner: Hyena	
[4/16/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hyena	
[4/16/23 11:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Hyena	
[4/16/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 11:57AM] Player picked up item: Coin, id: 995, amount: 800, owner: Hyena	
[4/16/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 11:57AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Hyena	
[4/16/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Hyena	
[4/16/23 11:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Hyena	
[4/16/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 11:58AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Hyena	
[4/16/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Hyena	
[4/16/23 11:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Hyena	
[4/16/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 11:59AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Hyena	
[4/16/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Hyena	
[4/16/23 12:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hyena	
[4/16/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hyena	
[4/16/23 12:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hyena	
[4/16/23 12:01PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hyena	
[4/16/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hyena	
[4/16/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 12:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Hyena	
[4/16/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 12:04PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Hyena	
[4/16/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hyena	
[4/16/23 12:08PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Hyena	
[4/16/23 12:18PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Hyena	
[4/16/23 12:23PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Hyena	
[4/16/23 12:24PM] Player picked up item: Coin, id: 995, amount: 1872053, owner: Hyena	
[4/16/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hyena	
[4/16/23 12:26PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Hyena	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Hyena	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Hyena	
[4/16/23 12:29PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Hyena	
[4/16/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Hyena	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 12:40PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Hyena	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hyena	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 12:41PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 12:42PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Hyena	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Hyena	
[4/16/23 12:45PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Hyena	
[4/16/23 12:46PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Hyena	
[4/16/23 12:46PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 12:46PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 12:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 12:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 12:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 12:48PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 12:48PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Hyena	
[4/16/23 12:48PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Hyena	
[4/16/23 12:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 12:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 12:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 12:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Hyena	
[4/16/23 12:52PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Hyena	
[4/16/23 12:52PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 12:53PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Hyena	
[4/16/23 12:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 12:53PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2444167, owner: Hyena	
[4/16/23 12:55PM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Hyena	
[4/16/23 12:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 12:56PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Hyena	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 12:58PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 12:59PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 01:00PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 01:02PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 01:04PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Hyena	
[4/16/23 01:05PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 01:06PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 01:07PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 01:07PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 01:07PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Hyena	
[4/16/23 01:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Hyena	
[4/16/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 01:08PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 01:09PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 01:09PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 01:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hyena	
[4/16/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hyena	
[4/16/23 01:10PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Hyena	
[4/16/23 01:10PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Hyena	
[4/16/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hyena	
[4/16/23 01:12PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Hyena	
[4/16/23 01:12PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Hyena	
[4/16/23 01:13PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Hyena	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Hyena	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hyena	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:15PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 01:16PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 01:17PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Hyena	
[4/16/23 01:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:17PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Hyena	
[4/16/23 01:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hyena	
[4/16/23 01:19PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Hyena	
[4/16/23 01:19PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Hyena	
[4/16/23 01:19PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Hyena	
[4/16/23 01:20PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 01:20PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 01:56PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Hyena	
[4/16/23 01:56PM] Player picked up item: Inferno Gloves, id: 13302, amount: 1, owner: Hyena	
[4/16/23 01:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Hyena	
[4/16/23 01:58PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Hyena	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 02:00PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Hyena	
[4/16/23 02:02PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 02:02PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:03PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Hyena	
[4/16/23 02:03PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:06PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Hyena	
[4/16/23 02:06PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 02:06PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Hyena	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hyena	
[4/16/23 02:13PM] Player picked up item: Nagi Ballista, id: 21055, amount: 1, owner: Hyena	
[4/16/23 02:13PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:14PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Hyena	
[4/16/23 02:14PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Hyena	
[4/16/23 02:15PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:15PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Hyena	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hyena	
[4/16/23 02:19PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 02:19PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 1221370, owner: Hyena	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Hyena	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Hyena	
[4/16/23 02:26PM] Player picked up item: Nagi Amulet, id: 21068, amount: 1, owner: Hyena	
[4/16/23 02:26PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:28PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 02:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hyena	
[4/16/23 02:32PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Hyena	
[4/16/23 02:37PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Hyena	
[4/16/23 02:37PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 02:38PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:38PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hyena	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Hyena	
[4/16/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Hyena	
[4/16/23 02:43PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:43PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:44PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 02:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:45PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Hyena	
[4/16/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Hyena	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Hyena	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 02:48PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Hyena	
[4/16/23 02:48PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:48PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:50PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:50PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 02:51PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:51PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:51PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Hyena	
[4/16/23 02:54PM] Player picked up item: Coin, id: 995, amount: 1729435, owner: Hyena	
[4/16/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hyena	
[4/16/23 02:54PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Hyena	
[4/16/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Hyena	
[4/16/23 03:05PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Hyena	
[4/16/23 03:06PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:10PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 03:10PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 03:12PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:12PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 03:12PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Hyena	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:18PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Hyena	
[4/16/23 03:18PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Hyena	
[4/16/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Hyena	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Hyena	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Hyena	
[4/16/23 03:39PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Hyena	
[4/16/23 03:39PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Hyena	
[4/16/23 03:54PM] Player picked up item: Coin, id: 995, amount: 1112430, owner: Hyena	
[4/16/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Hyena	
[4/16/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 03:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 04:03PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Hyena	
[4/16/23 04:05PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Hyena	
[4/16/23 04:05PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Hyena	
[4/16/23 04:11PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Hyena	
[4/16/23 04:11PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Hyena	
[4/16/23 09:45PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Hyena	
[4/17/23 11:59AM] Player picked up item: Titan Chaps, id: 8805, amount: 1, owner: Hyena	
[4/20/23 06:13AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Hyena	
