[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fataliity	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fataliity	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fataliity	
[4/17/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fataliity	
[4/17/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fataliity	
[4/17/23 01:29PM] Player picked up item: Coin, id: 995, amount: 700, owner: Fataliity	
[4/17/23 01:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fataliity	
[4/17/23 01:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Fataliity	
[4/17/23 01:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fataliity	
[4/17/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2042319, owner: Fataliity	
[4/17/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fataliity	
[4/17/23 01:34PM] Player picked up item: Coin, id: 995, amount: 2750301, owner: Fataliity	
[4/17/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fataliity	
[4/17/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fataliity	
[4/17/23 01:38PM] Player picked up item: Coin, id: 995, amount: 700, owner: Fataliity	
[4/17/23 01:38PM] Player picked up item: Coin, id: 995, amount: 700, owner: Fataliity	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Fataliity	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Fataliity	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Fataliity	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Fataliity	
[4/17/23 02:02PM] Player picked up item: Coin, id: 995, amount: 1813888, owner: Fataliity	
[4/17/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fataliity	
[4/17/23 02:25PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Fataliity	
[4/17/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 2089887, owner: Fataliity	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fataliity	
[4/17/23 02:33PM] Player picked up item: Coin, id: 995, amount: 3907935, owner: Fataliity	
[4/17/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fataliity	
[4/17/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fataliity	
[4/17/23 02:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fataliity	
[4/17/23 02:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:40PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fataliity	
[4/17/23 02:40PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fataliity	
[4/17/23 02:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:46PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fataliity	
[4/17/23 02:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fataliity	
[4/17/23 02:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 02:55PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 02:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:56PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:57PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fataliity	
[4/17/23 02:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fataliity	
[4/17/23 02:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 02:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 02:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 02:59PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fataliity	
[4/17/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 02:59PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fataliity	
[4/17/23 02:59PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fataliity	
[4/17/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fataliity	
[4/17/23 03:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:05PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Fataliity	
[4/17/23 03:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:07PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fataliity	
[4/17/23 03:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 03:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fataliity	
[4/17/23 03:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:14PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fataliity	
[4/17/23 03:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 03:14PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Fataliity	
[4/17/23 03:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:15PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fataliity	
[4/17/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 03:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:16PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fataliity	
[4/17/23 03:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:18PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fataliity	
[4/17/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fataliity	
[4/17/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fataliity	
[4/17/23 03:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fataliity	
[4/17/23 03:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fataliity	
[4/17/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fataliity	
[4/17/23 06:32PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fataliity	
[4/17/23 06:32PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Fataliity	
[4/17/23 06:32PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fataliity	
[4/17/23 07:33PM] Player picked up item: Coin, id: 995, amount: 3666129, owner: Fataliity	
[4/17/23 07:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Fataliity	
[4/17/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fataliity	
[4/17/23 07:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Fataliity	
[4/17/23 08:30PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Fataliity	
