[4/15/23 07:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Onlyfans	
[4/15/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Coin, id: 995, amount: 900, owner: Onlyfans	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:34AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Onlyfans	
[4/15/23 07:34AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Onlyfans	
[4/15/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Onlyfans	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Onlyfans	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Onlyfans	
[4/15/23 07:37AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Onlyfans	
[4/15/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Onlyfans	
[4/15/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: Onlyfans	
[4/15/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Onlyfans	
[4/15/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Onlyfans	
[4/15/23 07:40AM] Player picked up item: Coin, id: 995, amount: 800, owner: Onlyfans	
[4/15/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Onlyfans	
[4/15/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 07:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Onlyfans	
[4/15/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Onlyfans	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Onlyfans	
[4/15/23 07:48AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Onlyfans	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Onlyfans	
[4/15/23 07:48AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Onlyfans	
[4/15/23 07:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Onlyfans	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Onlyfans	
[4/15/23 07:49AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Coin, id: 995, amount: 500, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 01:48PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Onlyfans	
[4/15/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 01:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Onlyfans	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Onlyfans	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Onlyfans	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 500, owner: Onlyfans	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Onlyfans	
[4/15/23 01:52PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Onlyfans	
[4/15/23 01:52PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Onlyfans	
[4/15/23 01:52PM] Player picked up item: Coin, id: 995, amount: 500, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 700, owner: Onlyfans	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Onlyfans	
[4/15/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Onlyfans	
[4/15/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 02:21PM] Player picked up item: Coin, id: 995, amount: 700, owner: Onlyfans	
[4/15/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Onlyfans	
[4/15/23 02:36PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Onlyfans	
[4/15/23 02:36PM] Player picked up item: Imperial Staff, id: 18629, amount: 1, owner: Onlyfans	
[4/15/23 03:28PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Onlyfans	
[4/15/23 03:28PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Onlyfans	
[4/15/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Onlyfans	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Onlyfans	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Onlyfans	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Onlyfans	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Onlyfans	
[4/15/23 05:42PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Onlyfans	
[4/15/23 05:47PM] Player picked up item: Imperial Whip, id: 18750, amount: 1, owner: Onlyfans	
[4/15/23 06:00PM] Player picked up item: Vial, id: 229, amount: 1, owner: Onlyfans	
[4/16/23 05:43AM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Onlyfans	
[4/16/23 12:06PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Onlyfans	
[4/16/23 05:39PM] Player picked up item: Antique Gloves, id: 8819, amount: 1, owner: Onlyfans	
[4/17/23 07:24AM] Player picked up item: Gold Legs, id: 11179, amount: 1, owner: Onlyfans	
[4/17/23 10:55AM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Asquad	
[4/17/23 03:11PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Onlyfans	
[4/17/23 06:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Onlyfans	
[4/17/23 07:27PM] Player picked up item: Gorvek Pet, id: 23081, amount: 1, owner: Onlyfans	
[4/18/23 07:20AM] Player picked up item: Malvek Legs, id: 19158, amount: 1, owner: Onlyfans	
[4/18/23 10:44AM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Onlyfans	
[4/19/23 06:48AM] Player picked up item: Frieza Legs, id: 11765, amount: 1, owner: Onlyfans	
[4/19/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1760, owner: Onlyfans	
[4/19/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 3550, owner: Onlyfans	
[4/19/23 04:57PM] Player picked up item: Executive Bow, id: 5012, amount: 1, owner: Onlyfans	
[4/19/23 05:59PM] Player picked up item: Fazula Staff, id: 4071, amount: 1, owner: Onlyfans	
[4/19/23 06:28PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:28PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/19/23 06:29PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/20/23 09:54AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/20/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 1110, owner: Onlyfans	
[4/20/23 01:28PM] Player picked up item: Death Halo, id: 14361, amount: 1, owner: Onlyfans	
[4/20/23 01:28PM] Player picked up item: Drop rate scroll, id: 23174, amount: 1, owner: Onlyfans	
[4/20/23 01:28PM] Player picked up item: Drop rate scroll, id: 23178, amount: 1, owner: Onlyfans	
[4/20/23 01:28PM] Player picked up item: Agumon Bow, id: 22155, amount: 1, owner: Onlyfans	
[4/20/23 01:28PM] Player picked up item: Double DR Scroll 1 Hour, id: 15355, amount: 1, owner: Onlyfans	
[4/20/23 01:28PM] Player picked up item: Infinite overload potion (T3), id: 23126, amount: 1, owner: Onlyfans	
[4/20/23 01:28PM] Player picked up item: Goku Head, id: 13323, amount: 1, owner: Onlyfans	
[4/20/23 06:03PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/20/23 06:03PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Onlyfans	
[4/20/23 06:18PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Onlyfans	
[4/21/23 08:38AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/21/23 04:11PM] Player picked up item: Zircon (Ranger), id: 23093, amount: 1, owner: Onlyfans	
[4/21/23 08:19PM] Player picked up item: Groudon Boots, id: 3107, amount: 1, owner: Onlyfans	
[4/21/23 09:58PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/22/23 05:55AM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Onlyfans	
[4/22/23 05:57AM] Player picked up item: Ultimate Ironman's Aura, id: 22119, amount: 1, owner: Ironfans1	
