[4/20/23 07:35PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Iron Uokm8	
[4/20/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/20/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/20/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/20/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/20/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/20/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/20/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:49AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Iron Uokm8	
[4/21/23 10:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:50AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Iron Uokm8	
[4/21/23 10:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Uokm8	
[4/21/23 10:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:53AM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Uokm8	
[4/21/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:53AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:57AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Iron Uokm8	
[4/21/23 10:57AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Iron Uokm8	
[4/21/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Iron Uokm8	
[4/21/23 10:57AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Iron Uokm8	
[4/21/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Uokm8	
[4/21/23 10:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 10:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 10:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Iron Uokm8	
[4/21/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Uokm8	
[4/21/23 10:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Uokm8	
[4/21/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 11:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Uokm8	
[4/21/23 11:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Uokm8	
[4/21/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Uokm8	
[4/21/23 11:01AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:03AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Uokm8	
[4/21/23 11:06AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:06AM] Player picked up item: Coin, id: 995, amount: 500, owner: Iron Uokm8	
[4/21/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:08AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Uokm8	
[4/21/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:09AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Iron Uokm8	
[4/21/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Iron Uokm8	
[4/21/23 11:09AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Uokm8	
[4/21/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Uokm8	
[4/21/23 11:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Uokm8	
[4/21/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Uokm8	
[4/21/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Uokm8	
[4/21/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Uokm8	
[4/21/23 11:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: Iron Uokm8	
[4/21/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Iron Uokm8	
[4/21/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Iron Uokm8	
[4/21/23 11:13AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Iron Uokm8	
