[4/17/23 03:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pog	
[4/17/23 03:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Kappa	
[4/17/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kappa	
[4/17/23 04:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:26AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kappa	
[4/17/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 04:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 04:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 04:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kappa	
[4/17/23 04:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:35AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Kappa	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 04:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Kappa	
[4/17/23 04:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 04:40AM] Player picked up item: Coin, id: 995, amount: 1998632, owner: Kappa	
[4/17/23 04:40AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kappa	
[4/17/23 04:41AM] Player picked up item: Coin, id: 995, amount: 3715093, owner: Kappa	
[4/17/23 04:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kappa	
[4/17/23 04:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kappa	
[4/17/23 09:01AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kappa	
[4/17/23 09:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kappa	
[4/17/23 09:01AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kappa	
[4/17/23 09:01AM] Player picked up item: Coin, id: 995, amount: 800, owner: Kappa	
[4/17/23 09:11AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Kappa	
[4/17/23 09:13AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kappa	
[4/17/23 09:13AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Kappa	
[4/17/23 09:19AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kappa	
[4/17/23 09:19AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kappa	
[4/17/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 09:20AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kappa	
[4/17/23 09:22AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kappa	
[4/17/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 09:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kappa	
[4/17/23 09:26AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Kappa	
[4/17/23 09:26AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kappa	
[4/17/23 09:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kappa	
[4/17/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kappa	
[4/17/23 09:27AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kappa	
[4/17/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 09:28AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kappa	
[4/17/23 09:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kappa	
[4/17/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kappa	
[4/17/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kappa	
[4/17/23 09:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kappa	
[4/17/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kappa	
[4/17/23 09:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kappa	
[4/17/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 09:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kappa	
[4/17/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kappa	
[4/17/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1150156, owner: Kappa	
[4/17/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kappa	
[4/17/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kappa	
[4/17/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kappa	
[4/17/23 09:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kappa	
[4/17/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kappa	
